,open,high,low,close,volume,Date,Year,Month,Day
609,2.9,2.97,2.88,2.96,2095000,2020-06-22,2020,6,22
610,2.98,3.0,2.91,2.94,1831500,2020-06-23,2020,6,23
611,2.98,2.98,2.85,2.9,8574500,2020-06-24,2020,6,24
612,2.88,2.91,2.86,2.9,6736000,2020-06-25,2020,6,25
613,2.95,2.99,2.87,2.89,5273000,2020-06-26,2020,6,26
646,3.84,3.89,3.76,3.83,7632000,2020-08-13,2020,8,13
647,3.85,4.01,3.84,3.93,15483500,2020-08-17,2020,8,17
616,3.15,3.37,3.13,3.28,39105500,2020-07-01,2020,7,1
617,3.31,3.36,3.16,3.18,11641000,2020-07-02,2020,7,2
618,3.2,3.28,3.16,3.18,7531500,2020-07-03,2020,7,3
619,3.25,3.33,3.21,3.23,6139000,2020-07-06,2020,7,6
620,3.25,3.26,3.18,3.23,5136500,2020-07-07,2020,7,7
621,3.23,3.25,3.17,3.2,5122500,2020-07-08,2020,7,8
622,3.2,3.23,3.15,3.18,6302500,2020-07-09,2020,7,9
623,3.14,3.24,3.14,3.19,4184500,2020-07-10,2020,7,10
624,3.17,3.2,3.11,3.15,13011000,2020-07-13,2020,7,13
625,3.14,3.46,3.11,3.39,39266000,2020-07-14,2020,7,14
626,3.41,3.43,3.26,3.27,5554500,2020-07-15,2020,7,15
627,3.35,3.35,3.27,3.32,5299000,2020-07-16,2020,7,16
628,3.32,3.33,3.21,3.31,8126500,2020-07-17,2020,7,17
629,3.31,3.35,3.22,3.3,15493000,2020-07-20,2020,7,20
662,4.3,4.4,4.15,4.18,24308000,2020-09-07,2020,9,7
663,4.19,4.28,4.1,4.11,32126500,2020-09-08,2020,9,8
632,3.2,3.28,3.14,3.24,20881000,2020-07-23,2020,7,23
633,3.15,3.2,3.15,3.16,16837500,2020-07-24,2020,7,24
634,3.19,3.2,3.13,3.16,5104500,2020-07-27,2020,7,27
635,3.16,3.24,3.16,3.2,5750000,2020-07-28,2020,7,28
636,3.23,3.67,3.23,3.51,73290000,2020-07-29,2020,7,29
637,3.57,3.6,3.46,3.49,6974500,2020-07-30,2020,7,30
638,3.53,3.72,3.5,3.63,23026000,2020-08-03,2020,8,3
639,3.65,3.69,3.54,3.56,11574000,2020-08-04,2020,8,4
640,3.56,3.61,3.5,3.57,7095500,2020-08-05,2020,8,5
641,3.56,3.91,3.55,3.84,37758000,2020-08-06,2020,8,6
642,3.85,3.89,3.75,3.79,13298500,2020-08-07,2020,8,7
643,3.8,3.87,3.65,3.68,13515500,2020-08-10,2020,8,10
644,3.75,3.99,3.68,3.88,36002000,2020-08-11,2020,8,11
645,3.95,4.02,3.81,3.83,16319500,2020-08-12,2020,8,12
678,4.21,4.28,4.16,4.23,21172500,2020-09-29,2020,9,29
679,4.25,4.35,4.17,4.21,24761000,2020-09-30,2020,9,30
648,3.95,3.95,3.78,3.82,17736000,2020-08-18,2020,8,18
649,3.87,3.89,3.8,3.87,7341500,2020-08-19,2020,8,19
650,3.85,3.85,3.78,3.8,5345000,2020-08-20,2020,8,20
651,3.8,3.8,3.68,3.71,8565500,2020-08-21,2020,8,21
652,3.72,3.74,3.66,3.71,2900500,2020-08-24,2020,8,24
653,3.71,3.81,3.7,3.79,5816500,2020-08-25,2020,8,25
654,3.8,3.86,3.78,3.8,4617000,2020-08-26,2020,8,26
655,3.83,4.05,3.83,3.88,28446000,2020-08-27,2020,8,27
656,3.9,3.96,3.85,3.88,3162000,2020-08-28,2020,8,28
657,3.87,3.92,3.83,3.85,4311000,2020-08-31,2020,8,31
658,3.94,4.12,3.91,4.07,26462000,2020-09-01,2020,9,1
659,4.11,4.37,4.02,4.3,54009500,2020-09-02,2020,9,2
660,4.42,4.54,4.25,4.33,41810000,2020-09-03,2020,9,3
661,4.38,4.4,4.2,4.29,23596500,2020-09-04,2020,9,4
694,4.1,4.15,3.95,3.97,12561500,2020-10-21,2020,10,21
695,3.99,4.09,3.84,3.9,5119500,2020-10-22,2020,10,22
664,4.09,4.18,4.03,4.13,19127000,2020-09-09,2020,9,9
665,4.14,4.28,4.14,4.17,37295500,2020-09-10,2020,9,10
666,4.21,4.37,4.2,4.24,20730000,2020-09-11,2020,9,11
667,4.24,4.32,4.08,4.1,12971000,2020-09-14,2020,9,14
668,4.14,4.21,4.05,4.12,54037500,2020-09-15,2020,9,15
669,4.15,4.24,3.99,4.07,70582000,2020-09-16,2020,9,16
670,4.09,4.16,4.07,4.09,19722000,2020-09-17,2020,9,17
671,4.15,4.34,4.1,4.28,35377500,2020-09-18,2020,9,18
672,4.3,4.47,4.22,4.25,29596000,2020-09-21,2020,9,21
673,4.24,4.3,4.09,4.13,28579000,2020-09-22,2020,9,22
674,4.13,4.28,4.09,4.21,14590500,2020-09-23,2020,9,23
675,4.2,4.31,4.14,4.18,40527500,2020-09-24,2020,9,24
676,4.2,4.25,4.1,4.22,17541500,2020-09-25,2020,9,25
677,4.32,4.37,4.17,4.21,30213000,2020-09-28,2020,9,28
710,3.54,3.63,3.53,3.57,13110500,2020-11-13,2020,11,13
711,3.63,3.91,3.63,3.75,24905000,2020-11-16,2020,11,16
680,4.21,4.22,4.1,4.15,28892000,2020-10-01,2020,10,1
681,4.1,4.28,4.0,4.04,35084000,2020-10-02,2020,10,2
682,4.04,4.04,3.68,3.75,29159500,2020-10-05,2020,10,5
683,3.81,3.9,3.72,3.83,12087000,2020-10-06,2020,10,6
684,3.83,3.92,3.78,3.87,6856500,2020-10-07,2020,10,7
685,3.9,3.9,3.75,3.83,5237000,2020-10-08,2020,10,8
686,3.86,3.87,3.73,3.74,5316000,2020-10-09,2020,10,9
687,3.8,3.89,3.67,3.74,13187500,2020-10-12,2020,10,12
688,3.94,4.0,3.77,3.86,15629500,2020-10-13,2020,10,13
689,3.84,3.89,3.71,3.79,5203000,2020-10-14,2020,10,14
690,3.82,3.82,3.75,3.78,3501500,2020-10-15,2020,10,15
691,3.85,3.88,3.76,3.83,4445500,2020-10-16,2020,10,16
692,3.84,3.92,3.76,3.77,5421500,2020-10-19,2020,10,19
693,3.84,4.18,3.82,4.04,21059500,2020-10-20,2020,10,20
726,3.72,3.75,3.66,3.66,2853500,2020-12-07,2020,12,7
727,3.7,3.7,3.63,3.64,2548500,2020-12-08,2020,12,8
696,3.92,3.95,3.83,3.88,3203000,2020-10-23,2020,10,23
697,3.91,3.95,3.87,3.92,3443500,2020-10-26,2020,10,26
698,3.93,3.95,3.84,3.85,4344500,2020-10-27,2020,10,27
699,3.86,3.86,3.77,3.83,2915000,2020-10-28,2020,10,28
700,3.8,3.8,3.6,3.73,12529000,2020-10-29,2020,10,29
701,3.7,3.85,3.56,3.75,12000500,2020-11-02,2020,11,2
702,3.8,3.89,3.75,3.87,5953500,2020-11-03,2020,11,3
703,3.88,3.93,3.7,3.74,6856500,2020-11-04,2020,11,4
704,3.82,3.83,3.7,3.81,5390500,2020-11-05,2020,11,5
705,3.89,3.89,3.72,3.74,3184000,2020-11-06,2020,11,6
706,3.75,3.76,3.69,3.71,1383500,2020-11-09,2020,11,9
707,3.76,3.8,3.68,3.69,3948000,2020-11-10,2020,11,10
708,3.7,3.73,3.55,3.57,16423000,2020-11-11,2020,11,11
709,3.68,3.68,3.53,3.55,9404500,2020-11-12,2020,11,12
742,4.02,4.09,3.9,3.96,14614000,2020-12-30,2020,12,30
743,3.98,4.0,3.9,3.91,10726500,2020-12-31,2020,12,31
712,3.8,3.8,3.72,3.73,3610500,2020-11-17,2020,11,17
713,3.73,3.73,3.65,3.68,5647000,2020-11-18,2020,11,18
714,3.68,3.73,3.65,3.66,988000,2020-11-19,2020,11,19
715,3.66,3.68,3.61,3.65,2906500,2020-11-20,2020,11,20
716,3.62,3.62,3.53,3.59,4259500,2020-11-23,2020,11,23
717,3.59,3.65,3.58,3.6,3512000,2020-11-24,2020,11,24
718,3.6,3.72,3.6,3.69,6781500,2020-11-25,2020,11,25
719,3.73,3.76,3.69,3.75,2250500,2020-11-26,2020,11,26
720,3.75,3.92,3.7,3.76,23109000,2020-11-27,2020,11,27
721,3.75,3.75,3.63,3.65,19590500,2020-11-30,2020,11,30
722,3.67,3.73,3.65,3.69,5128000,2020-12-01,2020,12,1
723,3.73,3.79,3.7,3.75,4240500,2020-12-02,2020,12,2
724,3.75,3.77,3.68,3.69,3277000,2020-12-03,2020,12,3
725,3.7,3.76,3.64,3.72,18745500,2020-12-04,2020,12,4
502,4.64,4.7,4.5,4.52,13576500,2020-01-14,2020,1,14
503,4.55,4.55,4.44,4.46,5023000,2020-01-15,2020,1,15
770,4.48,4.51,4.41,4.45,8473000,2021-02-09,2021,2,9
744,3.91,4.03,3.9,3.92,17847500,2021-01-01,2021,1,1
745,3.96,3.98,3.87,3.89,5215500,2021-01-04,2021,1,4
746,3.89,3.95,3.82,3.86,6198500,2021-01-05,2021,1,5
759,4.28,4.33,4.07,4.11,54062500,2021-01-22,2021,1,22
760,4.15,4.29,4.12,4.13,36610000,2021-01-25,2021,1,25
761,4.15,4.17,4.09,4.11,22538500,2021-01-26,2021,1,26
762,4.1,4.16,4.09,4.1,11532000,2021-01-27,2021,1,27
763,4.13,4.14,4.05,4.09,31212500,2021-01-28,2021,1,28
764,4.1,4.54,4.1,4.39,141575000,2021-01-29,2021,1,29
765,4.49,4.65,4.47,4.52,65107000,2021-02-01,2021,2,1
766,4.5,4.67,4.46,4.49,34216500,2021-02-02,2021,2,2
767,4.65,4.71,4.6,4.67,59324500,2021-02-03,2021,2,3
768,4.63,4.7,4.52,4.56,19245500,2021-02-04,2021,2,4
769,4.56,4.58,4.42,4.46,12233000,2021-02-08,2021,2,8
752,4.48,4.58,4.23,4.27,110622500,2021-01-13,2021,1,13
771,4.5,4.66,4.43,4.54,106876000,2021-02-10,2021,2,10
772,4.58,4.58,4.26,4.33,47091000,2021-02-11,2021,2,11
773,4.3,4.35,4.23,4.25,5786000,2021-02-12,2021,2,12
774,4.31,4.35,4.15,4.17,11990000,2021-02-15,2021,2,15
775,4.2,4.23,4.15,4.16,8411000,2021-02-16,2021,2,16
776,4.15,4.25,4.14,4.15,15512000,2021-02-17,2021,2,17
777,4.19,4.19,4.09,4.1,29300500,2021-02-18,2021,2,18
778,4.13,4.2,4.08,4.12,18588000,2021-02-19,2021,2,19
779,4.11,4.17,4.05,4.07,13037000,2021-02-22,2021,2,22
780,4.12,4.19,4.08,4.13,11452000,2021-02-23,2021,2,23
781,4.13,4.14,4.02,4.04,8465500,2021-02-24,2021,2,24
782,4.05,4.27,4.03,4.18,32179000,2021-02-25,2021,2,25
783,4.25,4.25,4.11,4.18,9323000,2021-02-26,2021,2,26
784,4.17,4.17,4.03,4.07,9207000,2021-03-01,2021,3,1
785,4.1,4.15,4.05,4.12,8400000,2021-03-02,2021,3,2
786,4.14,4.17,4.1,4.13,8866000,2021-03-03,2021,3,3
787,4.01,4.05,3.94,3.96,33106000,2021-03-04,2021,3,4
788,4.0,4.03,3.94,4.0,8126000,2021-03-05,2021,3,5
789,4.09,4.09,3.9,3.92,10355500,2021-03-08,2021,3,8
790,3.94,3.95,3.83,3.87,13915500,2021-03-09,2021,3,9
791,3.9,3.93,3.84,3.85,7559000,2021-03-10,2021,3,10
792,3.88,3.88,3.66,3.74,17168000,2021-03-11,2021,3,11
793,3.82,3.9,3.7,3.87,5036000,2021-03-12,2021,3,12
794,3.97,4.01,3.92,3.99,18736000,2021-03-15,2021,3,15
795,4.08,4.08,3.91,3.97,3992500,2021-03-16,2021,3,16
796,4.05,4.16,3.97,4.1,13287500,2021-03-17,2021,3,17
797,4.19,4.28,4.1,4.12,49488500,2021-03-18,2021,3,18
798,4.13,4.3,4.06,4.26,38243500,2021-03-19,2021,3,19
799,4.3,4.35,4.2,4.22,14675000,2021-03-22,2021,3,22
800,4.22,4.28,4.15,4.17,3011500,2021-03-24,2021,3,24
801,4.25,4.25,4.12,4.14,7633000,2021-03-25,2021,3,25
802,4.2,4.24,4.08,4.1,8075500,2021-03-26,2021,3,26
803,4.15,4.15,3.95,3.98,11930000,2021-03-29,2021,3,29
804,4.0,4.0,3.93,3.97,4552000,2021-03-30,2021,3,30
805,3.99,4.05,3.96,3.98,6500500,2021-03-31,2021,3,31
806,4.06,4.08,3.9,3.94,6779500,2021-04-01,2021,4,1
807,3.98,3.98,3.92,3.93,1999000,2021-04-02,2021,4,2
808,3.92,3.99,3.84,3.86,3868500,2021-04-05,2021,4,5
809,3.93,3.94,3.79,3.84,9965500,2021-04-06,2021,4,6
810,3.89,3.89,3.79,3.82,2840000,2021-04-07,2021,4,7
811,3.85,3.89,3.8,3.86,2194500,2021-04-08,2021,4,8
812,3.89,3.89,3.8,3.85,3071000,2021-04-09,2021,4,9
813,3.9,3.9,3.82,3.83,2154000,2021-04-12,2021,4,12
814,3.83,3.85,3.78,3.81,2118000,2021-04-13,2021,4,13
815,3.8,3.93,3.78,3.8,6866000,2021-04-14,2021,4,14
816,3.82,3.85,3.77,3.78,2500500,2021-04-15,2021,4,15
817,3.78,3.8,3.77,3.78,671000,2021-04-16,2021,4,16
818,3.76,3.83,3.76,3.78,6553500,2021-04-19,2021,4,19
819,3.8,3.84,3.78,3.82,2060000,2021-04-20,2021,4,20
820,3.85,3.85,3.75,3.76,3596000,2021-04-21,2021,4,21
821,3.76,3.8,3.72,3.74,6374000,2021-04-22,2021,4,22
822,3.72,3.75,3.69,3.72,2290500,2021-04-23,2021,4,23
823,3.7,3.72,3.64,3.65,6581000,2021-04-26,2021,4,26
824,3.77,3.77,3.59,3.61,9820000,2021-04-27,2021,4,27
825,3.64,3.75,3.64,3.68,3611500,2021-04-28,2021,4,28
826,3.68,3.68,3.6,3.63,2816000,2021-04-29,2021,4,29
827,3.6,3.67,3.56,3.6,11072500,2021-04-30,2021,4,30
828,3.62,3.62,3.55,3.57,2805500,2021-05-03,2021,5,3
829,3.56,3.6,3.55,3.6,1955500,2021-05-04,2021,5,4
830,3.64,3.73,3.6,3.68,4346500,2021-05-05,2021,5,5
831,3.74,3.74,3.65,3.69,2293500,2021-05-06,2021,5,6
832,3.9,4.05,3.86,3.99,38306000,2021-05-17,2021,5,17
833,4.01,4.01,3.88,3.9,12775000,2021-05-18,2021,5,18
834,4.02,4.26,4.02,4.11,65424500,2021-05-19,2021,5,19
835,4.13,4.3,4.12,4.18,48238000,2021-05-20,2021,5,20
836,4.19,4.33,4.13,4.24,39830500,2021-05-21,2021,5,21
837,4.23,4.24,4.13,4.15,10345500,2021-05-24,2021,5,24
838,4.14,4.15,4.07,4.09,6222500,2021-05-25,2021,5,25
839,4.09,4.23,4.01,4.16,19612000,2021-05-26,2021,5,26
840,4.27,4.44,4.21,4.27,75177500,2021-05-27,2021,5,27
841,4.3,4.35,4.22,4.25,16020500,2021-05-28,2021,5,28
842,4.3,4.3,4.13,4.18,33935500,2021-05-31,2021,5,31
843,4.2,4.25,4.11,4.16,21445500,2021-06-01,2021,6,1
844,4.13,4.17,4.09,4.1,18739000,2021-06-02,2021,6,2
845,4.1,4.14,4.07,4.09,10907500,2021-06-03,2021,6,3
846,4.11,4.13,4.05,4.08,11846500,2021-06-04,2021,6,4
847,4.17,4.19,4.06,4.08,13305500,2021-06-07,2021,6,7
848,4.1,4.26,4.06,4.15,20816500,2021-06-08,2021,6,8
849,4.18,4.36,4.13,4.22,59628000,2021-06-09,2021,6,9
850,4.25,4.36,4.21,4.22,49097500,2021-06-10,2021,6,10
851,4.22,4.3,4.17,4.19,29912000,2021-06-11,2021,6,11
852,4.25,4.31,4.15,4.24,28725000,2021-06-14,2021,6,14
853,4.26,4.83,4.25,4.69,312971000,2021-06-15,2021,6,15
854,4.82,4.88,4.43,4.47,114968500,2021-06-16,2021,6,16
855,4.46,4.57,4.29,4.36,57436500,2021-06-17,2021,6,17
856,4.37,4.37,4.28,4.3,32301500,2021-06-18,2021,6,18
857,4.28,4.32,4.17,4.19,24002500,2021-06-21,2021,6,21
858,4.24,4.25,4.11,4.12,37405500,2021-06-22,2021,6,22
859,4.14,4.25,4.11,4.16,23641000,2021-06-23,2021,6,23
860,4.17,4.22,4.1,4.12,15439500,2021-06-24,2021,6,24
861,4.11,4.13,4.05,4.09,28549000,2021-06-25,2021,6,25
862,4.15,4.15,4.03,4.04,28314000,2021-06-28,2021,6,28
863,4.06,4.16,4.05,4.13,7074500,2021-06-29,2021,6,29
864,4.18,4.24,4.14,4.18,14860500,2021-06-30,2021,6,30
865,4.14,4.21,4.11,4.15,8627500,2021-07-01,2021,7,1
866,4.18,4.19,4.05,4.07,12296500,2021-07-02,2021,7,2
867,4.09,4.09,3.99,4.01,29472500,2021-07-05,2021,7,5
868,4.05,4.07,3.96,3.98,11188000,2021-07-06,2021,7,6
869,4.0,4.03,3.92,3.93,15037500,2021-07-07,2021,7,7
870,3.93,4.1,3.93,4.02,11649000,2021-07-08,2021,7,8
871,4.01,4.02,3.94,3.96,7944000,2021-07-09,2021,7,9
872,3.96,3.98,3.9,3.91,9665000,2021-07-12,2021,7,12
873,3.9,3.94,3.88,3.9,6929500,2021-07-13,2021,7,13
874,3.88,3.93,3.83,3.91,18951500,2021-07-14,2021,7,14
875,3.91,4.1,3.88,4.06,38930500,2021-07-15,2021,7,15
876,4.06,4.09,3.97,3.99,6741500,2021-07-16,2021,7,16
877,3.99,4.01,3.91,4.0,6092000,2021-07-19,2021,7,19
878,4.0,4.0,3.93,3.97,9206000,2021-07-23,2021,7,23
879,3.99,4.0,3.92,3.93,3099500,2021-07-26,2021,7,26
880,3.9,4.0,3.87,3.89,13093500,2021-07-27,2021,7,27
881,3.89,3.95,3.85,3.88,11616500,2021-07-28,2021,7,28
882,3.88,3.9,3.81,3.82,6512500,2021-07-29,2021,7,29
883,3.88,3.88,3.78,3.81,7296000,2021-07-30,2021,7,30
884,3.81,3.9,3.8,3.88,3107500,2021-08-02,2021,8,2
885,3.86,3.95,3.85,3.9,5177000,2021-08-03,2021,8,3
886,3.91,3.94,3.85,3.88,5700000,2021-08-04,2021,8,4
887,3.9,3.93,3.84,3.85,7033000,2021-08-05,2021,8,5
888,3.92,3.92,3.84,3.85,3381500,2021-08-06,2021,8,6
889,3.88,3.96,3.84,3.84,9981000,2021-08-09,2021,8,9
890,3.84,3.86,3.8,3.81,7472000,2021-08-10,2021,8,10
891,3.85,3.86,3.8,3.81,5575000,2021-08-11,2021,8,11
892,3.8,3.85,3.77,3.79,2063500,2021-08-12,2021,8,12
893,3.78,3.84,3.76,3.79,2279000,2021-08-13,2021,8,13
894,3.79,3.79,3.71,3.76,5121000,2021-08-16,2021,8,16
895,3.76,3.82,3.74,3.75,2683500,2021-08-17,2021,8,17
896,3.8,3.83,3.75,3.8,3005500,2021-08-20,2021,8,20
897,3.8,3.87,3.76,3.85,4582000,2021-08-23,2021,8,23
898,3.88,3.88,3.8,3.8,4826500,2021-08-24,2021,8,24
899,3.85,3.85,3.77,3.78,3523000,2021-08-25,2021,8,25
900,3.8,3.82,3.7,3.72,3969500,2021-08-26,2021,8,26
901,3.7,3.75,3.65,3.7,26430500,2021-08-27,2021,8,27
902,3.8,3.8,3.7,3.72,2605500,2021-08-30,2021,8,30
903,3.72,3.75,3.7,3.71,2982500,2021-08-31,2021,8,31
904,3.7,3.76,3.69,3.72,4012500,2021-09-01,2021,9,1
905,3.72,3.75,3.66,3.68,2253500,2021-09-02,2021,9,2
906,3.68,3.73,3.65,3.68,2235000,2021-09-03,2021,9,3
907,3.75,3.75,3.64,3.65,2121500,2021-09-06,2021,9,6
908,3.69,3.69,3.61,3.63,4270000,2021-09-07,2021,9,7
909,3.63,3.67,3.58,3.63,21301000,2021-09-08,2021,9,8
910,3.69,3.7,3.62,3.65,5523000,2021-09-09,2021,9,9
911,3.63,3.69,3.63,3.65,2072500,2021-09-10,2021,9,10
912,3.7,3.76,3.66,3.68,4587500,2021-09-13,2021,9,13
913,3.68,3.68,3.5,3.54,10853000,2021-09-14,2021,9,14
914,3.55,3.58,3.51,3.57,5144000,2021-09-15,2021,9,15
915,3.57,3.63,3.56,3.61,2504500,2021-09-16,2021,9,16
916,3.61,3.65,3.56,3.59,5417000,2021-09-17,2021,9,17
917,3.59,3.59,3.53,3.54,5133500,2021-09-20,2021,9,20
918,3.54,3.56,3.49,3.51,8263000,2021-09-21,2021,9,21
919,3.55,3.55,3.37,3.49,8681500,2021-09-22,2021,9,22
920,3.51,3.51,3.28,3.4,13162000,2021-09-23,2021,9,23
921,3.32,3.46,3.22,3.25,14915000,2021-09-24,2021,9,24
922,3.24,3.3,3.2,3.24,4040500,2021-09-27,2021,9,27
923,3.29,3.5,3.26,3.41,5915000,2021-09-28,2021,9,28
924,3.4,3.4,3.28,3.31,1826500,2021-09-29,2021,9,29
925,3.31,4.31,3.1,4.0,32484500,2021-09-30,2021,9,30
926,3.68,3.74,3.58,3.62,9961500,2021-10-01,2021,10,1
927,3.6,3.6,3.52,3.56,1358500,2021-10-04,2021,10,4
928,3.57,3.57,3.45,3.46,3690000,2021-10-05,2021,10,5
929,3.48,3.48,3.39,3.42,1476500,2021-10-06,2021,10,6
930,3.45,3.5,3.39,3.4,2102500,2021-10-07,2021,10,7
931,3.4,3.44,3.32,3.41,522000,2021-10-08,2021,10,8
932,3.37,3.4,3.3,3.32,2316500,2021-10-11,2021,10,11
933,3.31,3.44,3.3,3.37,2350000,2021-10-12,2021,10,12
934,3.35,3.45,3.32,3.36,2370000,2021-10-13,2021,10,13
935,3.32,3.53,3.32,3.45,7876000,2021-10-14,2021,10,14
936,3.42,3.51,3.42,3.48,4180000,2021-10-15,2021,10,15
937,3.45,3.5,3.4,3.41,1431500,2021-10-18,2021,10,18
938,3.43,3.51,3.41,3.45,1710500,2021-10-20,2021,10,20
939,3.44,3.5,3.38,3.4,2286000,2021-10-21,2021,10,21
940,3.37,3.43,3.36,3.41,1984000,2021-10-22,2021,10,22
941,3.34,3.43,3.34,3.39,1019500,2021-10-25,2021,10,25
942,3.38,3.43,3.35,3.36,1805500,2021-10-26,2021,10,26
943,3.43,3.53,3.42,3.5,1775500,2021-10-27,2021,10,27
944,3.5,3.56,3.49,3.54,2034500,2021-10-28,2021,10,28
945,3.54,3.54,3.42,3.49,2480500,2021-10-29,2021,10,29
946,3.46,3.57,3.43,3.49,5168500,2021-11-01,2021,11,1
947,3.5,3.52,3.45,3.47,1334500,2021-11-02,2021,11,2
948,3.47,3.63,3.45,3.6,5493000,2021-11-03,2021,11,3
949,3.58,3.7,3.58,3.67,5747500,2021-11-04,2021,11,4
950,3.7,3.7,3.6,3.62,2453000,2021-11-05,2021,11,5
951,3.62,3.68,3.55,3.57,1522500,2021-11-08,2021,11,8
952,3.52,3.6,3.48,3.52,4804500,2021-11-09,2021,11,9
953,3.5,3.6,3.46,3.55,5394000,2021-11-10,2021,11,10
954,3.53,3.64,3.49,3.5,3664500,2021-11-11,2021,11,11
955,3.5,3.53,3.46,3.5,2483000,2021-11-12,2021,11,12
956,3.41,3.49,3.33,3.35,3959500,2021-11-15,2021,11,15
957,3.35,3.42,3.35,3.41,2151500,2021-11-16,2021,11,16
958,3.41,3.46,3.35,3.37,2172000,2021-11-17,2021,11,17
959,3.43,3.45,3.31,3.35,1350000,2021-11-18,2021,11,18
960,3.33,3.6,3.32,3.4,4186500,2021-11-19,2021,11,19
961,3.4,3.4,3.31,3.33,3883500,2021-11-22,2021,11,22
962,3.4,3.4,3.27,3.28,2484500,2021-11-23,2021,11,23
963,3.29,3.3,3.21,3.25,2262500,2021-11-24,2021,11,24
964,3.29,3.3,3.17,3.19,3239000,2021-11-25,2021,11,25
965,3.29,3.29,3.16,3.19,4828500,2021-11-26,2021,11,26
966,3.17,3.25,3.16,3.23,662500,2021-11-29,2021,11,29
967,3.24,3.4,3.19,3.32,6190000,2021-11-30,2021,11,30
968,3.32,3.36,3.26,3.28,1218000,2021-12-01,2021,12,1
969,3.3,3.3,3.07,3.11,5115000,2021-12-02,2021,12,2
970,3.15,3.23,3.1,3.18,5629000,2021-12-03,2021,12,3
971,3.18,3.51,3.15,3.45,7561000,2021-12-06,2021,12,6
972,3.44,3.47,3.33,3.35,1638500,2021-12-07,2021,12,7
973,3.4,3.41,3.3,3.33,1890000,2021-12-08,2021,12,8
974,3.37,3.37,3.24,3.25,1007500,2021-12-09,2021,12,9
975,3.2,3.21,3.12,3.19,3644000,2021-12-10,2021,12,10
976,3.18,3.28,3.1,3.12,5446500,2021-12-13,2021,12,13
977,3.15,3.18,3.09,3.15,3623500,2021-12-14,2021,12,14
978,3.17,3.43,3.17,3.39,10096000,2021-12-15,2021,12,15
979,3.33,3.33,3.18,3.2,4291000,2021-12-16,2021,12,16
980,3.29,3.3,3.17,3.19,2658000,2021-12-17,2021,12,17
981,3.24,3.27,3.2,3.22,2470500,2021-12-20,2021,12,20
982,3.21,3.29,3.2,3.21,2199000,2021-12-21,2021,12,21
983,3.25,3.3,3.21,3.26,2658000,2021-12-22,2021,12,22
984,3.29,3.38,3.24,3.26,3742500,2021-12-23,2021,12,23
985,3.31,3.31,3.24,3.25,4869000,2021-12-24,2021,12,24
986,3.25,3.29,3.22,3.24,1765000,2021-12-27,2021,12,27
987,3.28,3.33,3.24,3.26,8591500,2021-12-28,2021,12,28
988,3.29,3.5,3.24,3.42,13551500,2021-12-29,2021,12,29
989,3.49,3.6,3.39,3.45,22927500,2021-12-30,2021,12,30
990,3.42,3.48,3.35,3.44,13121500,2021-12-31,2021,12,31
753,4.3,4.4,4.19,4.21,45688500,2021-01-14,2021,1,14
747,3.89,3.9,3.82,3.84,4918000,2021-01-06,2021,1,6
754,4.18,4.3,4.14,4.19,12121500,2021-01-15,2021,1,15
755,4.2,4.2,4.04,4.06,33013500,2021-01-18,2021,1,18
756,4.09,4.14,4.04,4.06,18889000,2021-01-19,2021,1,19
757,4.06,4.19,4.04,4.1,18219000,2021-01-20,2021,1,20
758,4.12,4.42,4.12,4.25,143822500,2021-01-21,2021,1,21
751,4.04,4.57,4.01,4.5,250242000,2021-01-12,2021,1,12
750,4.12,4.14,3.95,4.01,15183500,2021-01-11,2021,1,11
749,3.9,4.15,3.85,4.02,37178500,2021-01-08,2021,1,8
748,3.88,3.98,3.82,3.85,9146500,2021-01-07,2021,1,7
1074,2.85,2.85,2.64,2.67,6849000,2022-05-09,2022,5,9
1073,2.9,2.91,2.81,2.84,8822000,2022-04-28,2022,4,28
1072,2.91,2.93,2.88,2.9,4226500,2022-04-27,2022,4,27
1071,3.0,3.0,2.88,2.9,6426500,2022-04-26,2022,4,26
1070,3.0,3.04,2.96,2.96,4309000,2022-04-25,2022,4,25
1069,2.92,2.96,2.9,2.94,2474500,2022-04-22,2022,4,22
1068,3.0,3.0,2.91,2.92,6633000,2022-04-21,2022,4,21
1067,3.05,3.06,2.95,2.97,4453000,2022-04-20,2022,4,20
1066,3.1,3.13,3.01,3.02,4723000,2022-04-19,2022,4,19
1065,3.1,3.2,3.08,3.09,6124500,2022-04-18,2022,4,18
1064,3.12,3.14,3.08,3.12,4820500,2022-04-15,2022,4,15
1063,3.05,3.1,3.02,3.08,4445500,2022-04-14,2022,4,14
1089,2.66,2.7,2.66,2.66,1722000,2022-05-30,2022,5,30
1088,2.64,2.75,2.63,2.68,15469500,2022-05-27,2022,5,27
1087,2.52,2.59,2.51,2.58,5745000,2022-05-26,2022,5,26
1086,2.52,2.58,2.47,2.52,15143000,2022-05-25,2022,5,25
1085,2.51,2.54,2.49,2.5,4268000,2022-05-24,2022,5,24
1084,2.58,2.6,2.49,2.5,6123500,2022-05-23,2022,5,23
1083,2.59,2.7,2.53,2.58,19219500,2022-05-20,2022,5,20
1082,2.64,2.65,2.57,2.59,2651500,2022-05-19,2022,5,19
1081,2.6,2.63,2.52,2.6,2994500,2022-05-18,2022,5,18
