Date,Open,High,Low,Close,Volume
11/20/2017,167.95,168,166.05,166.8,131400
11/21/2017,165.02,168,165.02,167.72,860400
11/22/2017,167.8,167.99,165.03,166.01,572200
11/23/2017,166.01,166.01,165.25,165.53,726200
11/24/2017,163.64,166.49,163.6,164.76,172000
11/27/2017,164,165.48,162.2,163.22,632600
11/28/2017,163.9,164.23,161,162.23,390000
11/29/2017,161.91,162.6,160.25,160.93,2626600
11/30/2017,162.48,168,160.51,163,6813900
12/4/2017,162,163,160.4,161.65,969700
12/5/2017,161.65,161.97,159.25,159.58,1080600
12/6/2017,160,160.99,158.25,158.65,290000
12/7/2017,159,159,152,152.41,1381200
12/8/2017,148.25,157.99,148.25,155.92,2389300
12/11/2017,155,158.9,153.5,154.32,1426800
12/12/2017,151.01,161.9,148.32,156.81,6290600
12/13/2017,156.5,157,154.25,156.22,2960200
12/14/2017,154.35,155.98,154,155.07,327000
12/15/2017,156.35,160.5,155,158.63,4117600
12/18/2017,159.95,159.98,157,157.6,808100
12/19/2017,159.9,160,156.99,159.12,829400
12/20/2017,161,167.07,159.25,167.01,1919600
12/21/2017,167.25,172.92,166,169.15,3823900
12/22/2017,172,172,168.98,170.07,1280900
12/26/2017,169.99,171.8,168.02,170.94,268600
12/27/2017,171,173.12,169.51,170.89,1533600
12/28/2017,170.5,172.28,169.08,169.73,987700
12/29/2017,167.68,170.5,166.8,167.09,1029400
1/1/2018,168.99,174.45,166,173.97,887100
1/2/2018,173.95,180,173.5,179.67,2615800
1/3/2018,178.6,182,176.55,178.06,1208500
1/4/2018,177.9,182.8,177,181.79,1743700
1/5/2018,181.5,187.5,181,185.87,2919700
1/8/2018,186.82,193.1,185,192.08,2389200
1/9/2018,192.15,192.5,184.01,187.48,1685500
1/10/2018,186.9,193.45,186.9,192.09,1833400
1/11/2018,192,198,190.15,193.41,2117400
1/12/2018,192,195.25,190.75,194.82,1679900
1/15/2018,193.35,194.3,189,190.47,1246600
1/16/2018,190,198.39,190,197.9,617000
1/17/2018,195,203,195,200.74,1430700
1/18/2018,202.01,205,199.99,203.51,2690700
1/19/2018,204.5,209,200.56,207.09,1001500
1/22/2018,206.85,210.4,204,208.88,1780700
1/23/2018,208.5,208.89,198.99,206.27,3605300
1/24/2018,205,213.2,205,210.75,1984200
1/25/2018,210.1,211,208,208.68,569600
1/26/2018,208.1,208.1,200.1,201.9,1368400
1/29/2018,206,209,201,203.53,1239200
1/30/2018,204.2,205.48,194.2,195.55,3056400
1/31/2018,194.89,197.45,191.5,194.02,2641700
2/1/2018,195,201,194,198.45,1634300
2/2/2018,198,201.89,196.1,197.48,1017200
2/6/2018,195.55,196.85,193,194.95,707000
2/7/2018,195.5,197,194.5,195.11,1051800
2/8/2018,193.06,195.99,191,193.29,344400
2/9/2018,190.87,196,190.11,195.22,750300
2/12/2018,195.5,195.92,191,191.51,820200
2/13/2018,191.51,199.9,189,197.82,1667100
2/14/2018,197.2,206,195.5,204.37,1344000
2/15/2018,203.47,205,198.52,204.7,552000
2/16/2018,203,214.93,203,211.7,1355300
2/19/2018,213,216,211.01,212.29,920100
2/20/2018,211.51,211.61,203.01,207.72,784100
2/21/2018,209.6,211.49,200.5,204.09,1011700
2/22/2018,202.11,212.5,200,210.65,1432200
2/23/2018,215,216,207.1,210.53,969000
2/26/2018,212.84,213.51,206.2,207.71,429600
2/27/2018,203.53,211,203,209.7,506100
2/28/2018,208.9,215,206.03,208.35,1410000
3/1/2018,208,209.9,206.1,208.14,608300
3/2/2018,208,211,206.02,210.09,584800
3/5/2018,210,214.88,208.05,212.86,423400
3/6/2018,212,214,208.52,209.48,431600
3/7/2018,208.8,210.25,206.25,206.67,1772500
3/8/2018,205.06,207.5,202.5,203.47,700600
3/9/2018,202.07,205.22,201.1,204.66,110600
3/12/2018,204,207.88,204,205.64,357700
3/13/2018,205.5,206.49,203.1,205.52,621600
3/14/2018,205.4,205.4,199.5,200.08,2374500
3/15/2018,200.08,203.5,198.11,202.35,528200
3/16/2018,200.02,205,200.02,201.78,1043800
3/19/2018,200.55,202,198.25,199.03,657100
3/20/2018,197.6,208,197.6,204.92,1082500
3/21/2018,205.01,212.9,205.25,211.89,995500
3/22/2018,211.89,214.99,211.89,214.71,657400
3/26/2018,211,216.5,210.31,213.1,976200
3/27/2018,211,213.89,210.5,210.9,150600
3/28/2018,209.56,211.5,208,208.88,1093100
3/29/2018,208.88,210,207.1,208.12,1269600
3/30/2018,209.4,213.85,207.9,212.15,1077500
4/2/2018,210.4,210.4,206,208.97,1019200
4/3/2018,207.5,209.9,207.4,207.82,957500
4/4/2018,207.5,211,206.31,209.57,1125300
4/5/2018,210,220.04,209,218.79,1950700
4/6/2018,221,229.72,215,218.99,4621400
4/9/2018,218,219.89,217,217.78,212800
4/10/2018,215.05,217.99,214,216.03,556100
4/11/2018,217,218.4,214.26,215.63,324700
4/12/2018,215.01,215.01,210,210.71,540900
4/13/2018,209.6,210.9,208.75,209.17,851700
4/16/2018,207.05,210.5,207.05,209.05,266900
4/17/2018,208.99,208.99,203.56,205.87,2731400
4/18/2018,206,206,198.5,199.29,1696600
4/19/2018,198.01,202.7,195.06,199.54,1278300
4/20/2018,200,202.7,195.6,197.44,532600
4/23/2018,198,198.98,196.5,198.37,1088000
4/24/2018,198.05,201.75,197.57,200.78,967700
