CURRENCY,,Australian Dollar,Bahraini Dinar,Canadian Dollar,Chinese Yuan,Danish Krone,Hongkong Dollar,Japnese Yen,Kuwaiti Dinar,Malaysian Ringgit,New Zealand Dollar,Norwegian Krone,Omani Rial,Qatari Rial,Singaporian Dollar,Swedish Krone,Swiss Franc,Saudi Arabian Rial,Thai Baht,Turkish Lira,UAE Dirham,UK Pound Sterling,U.S. Dollar,,Euro, SDR
May,1996,27.7883,92.7100,25.4581,4.1842,5.8891,4.5052,0.3279,116.8231,13.9848,23.9116,5.2970,90.6605,9.6008,24.7734,5.1264,27.7794,9.3166,1.3787,0.0005,9.5130,52.7250,34.8496,,43.4248,50.3436
Jun,1996,27.7848,93.2287,25.6773,4.2123,5.9474,4.5295,0.3219,117.5872,14.0404,23.7152,5.3621,91.1603,9.6579,24.8852,5.2424,27.8553,9.3721,1.3829,0.0004,9.5696,54.0746,35.0570,,43.9140,50.5796
Jul,1996,27.9158,93.9023,25.7869,4.2455,6.0864,4.5631,0.3229,116.2013,14.1720,24.3520,5.4723,91.8314,9.7149,24.9408,5.3165,28.6129,9.4384,1.3921,0.0004,9.6374,54.8579,35.2821,,44.8585,51.2011
Aug,1996,27.8299,94.6298,25.9219,4.2820,6.2123,4.6001,0.3303,119.4371,14.2703,24.1355,6.0282,92.5445,9.8007,24.5707,5.9938,29.0989,9.8971,1.4076,0.0004,10.0733,55.1341,35.5752,,45.6560,51.8912
Sep,1996,29.0265,97.5421,26.7469,4.4087,6.3201,4.7351,0.3336,122.8008,14.6483,25.4764,5.6757,95.3858,10.0865,26.0057,5.5195,29.7726,9.7876,1.4434,0.0004,9.9955,57.1117,36.6113,,46.5397,53.1103
Oct,1996,30.2168,101.4917,28.2543,4.5978,6.5130,4.9360,0.3395,127.9386,15.1808,26.6679,6.3697,99.2480,10.5141,27.0144,5.7785,30.3209,10.2019,1.4988,0.0004,10.4170,60.5039,38.1608,,48.0332,54.9433
Nov,1996,32.0619,106.9566,30.0556,4.8462,6.9289,5.2023,0.3585,135.3359,15.9422,28.5493,6.3292,104.5921,11.0819,28.6963,6.0710,31.5617,10.7525,1.5804,0.0004,10.9793,66.8346,40.2203,,51.3712,58.4317
Dec,1996,32.1058,106.9689,29.5385,4.8464,6.7751,5.2001,0.3528,134.9372,15.9286,28.3508,6.2193,104.6041,11.0819,28.7384,5.8955,30.3068,10.7524,1.5739,0.0004,10.9801,67.0362,40.2203,,50.2902,57.8443
Jan,1997,31.3869,106.9689,29.7908,4.8481,6.5845,5.1980,0.3423,134.0507,16.1385,28.2652,6.2319,104.6042,11.0592,28.6233,5.7028,28.9730,10.7328,1.5645,0.0004,10.9631,66.9614,40.2203,,48.9209,56.9230
Feb,1997,30.8742,106.9689,29.6819,4.8499,6.3030,5.1919,0.3272,132.8102,16.1895,27.7286,6.0559,104.6042,11.0493,28.3724,5.4483,27.6716,10.7253,1.5512,0.0003,10.9571,65.2759,40.2203,,46.9071,55.6739
Mar,1997,31.6790,106.9689,29.3163,4.8484,6.2240,5.1931,0.3281,132.5698,16.2328,28.0504,5.9248,104.6042,11.0497,28.0248,5.0669,26.6104,10.7247,1.5500,0.0003,10.9584,64.7830,40.2203,,46.2943,55.4348
Apr,1997,31.3916,107.0562,28.8876,4.8527,6.1868,5.1961,0.3210,132.6291,16.1035,27.8820,5.8131,104.6895,11.0599,27.9404,4.9920,26.4794,10.7341,1.5453,0.0003,10.9654,65.6488,40.2564,,46.3898,55.2077
May,1997,31.3364,107.6559,29.3136,4.8768,6.2353,5.2235,0.3405,133.5956,16.1313,27.9405,6.8783,105.1625,11.1029,28.1682,5.2641,28.2889,10.7834,1.5633,0.0003,11.0127,66.0516,40.4418,,46.4299,56.0121
Jun,1997,30.5353,107.6977,29.2439,4.8836,6.1606,5.2297,0.3545,133.9242,16.0958,27.8424,5.6124,105.3169,11.1256,28.3952,5.2276,28.1001,10.7973,1.5709,0.0003,11.0277,66.6211,40.4945,,46.0266,56.2989
Jul,1997,30.1447,107.9798,29.4838,4.8970,5.9543,5.2430,0.3526,133.9799,15.7866,26.8973,5.4538,105.5927,11.1544,27.9850,5.1990,27.4322,10.8262,1.3391,0.0003,11.0577,67.9628,40.6013,,44.8610,55.9193
Aug,1997,30.1014,108.0354,29.2466,4.9004,5.7969,5.2464,0.3441,133.2598,14.7985,26.0957,5.3298,105.6471,11.1598,27.1864,5.0886,26.8561,10.8310,1.2506,0.0002,11.0642,65.2884,40.6213,,43.5527,55.0000
Sep,1997,29.3778,108.0354,29.2867,4.9017,5.9678,5.2458,0.3358,133.3826,13.5117,25.8554,5.5561,105.6471,11.1592,26.7969,5.2819,27.6109,10.8311,1.1190,0.0002,11.0605,65.0931,40.6213,,44.6642,55.2207
Oct,1997,30.7051,113.0633,30.7604,5.1452,6.3679,5.5094,0.3520,140.2635,13.0034,27.1412,6.0215,110.8493,11.7089,27.3680,5.6250,29.3393,11.3640,1.1398,0.0002,11.6048,69.5381,42.6215,,47.7534,58.3905
Nov,1997,30.6672,117.4473,31.2640,5.3328,6.7009,5.7126,0.3529,145.6204,13.1273,27.5471,6.2578,114.8510,12.1318,27.9135,5.8417,31.4156,11.7746,1.1236,0.0002,12.0239,74.5607,44.1602,,50.3593,60.6803
Dec,1997,29.2754,117.7546,30.9554,5.3337,6.5220,5.7029,0.3409,144.9950,11.7481,26.1618,6.0873,115.1623,12.1296,26.8228,5.6759,30.7165,11.7749,0.9751,0.0002,12.0241,73.3877,44.1602,,49.2154,59.8106
Jan,1998,28.8669,117.4473,30.7492,5.3339,6.3858,5.7032,0.3393,144.5687,10.1915,25.5055,5.9033,114.8510,12.1298,25.3436,5.5181,29.9491,11.7742,0.8207,0.0002,12.0241,72.1999,44.1602,,48.0433,59.3126
Feb,1998,29.6808,116.8375,30.8012,5.3372,6.4324,5.6830,0.3508,144.7949,11.6940,25.6636,5.8486,114.3789,12.1348,26.8003,5.4692,30.2212,11.7758,0.9571,0.0002,12.0263,72.3561,44.1602,,48.1377,59.6177
Mar,1998,29.6956,117.2673,31.2156,5.3340,6.3829,5.6970,0.3437,144.8143,11.8306,25.3855,5.8368,114.7970,12.1499,27.3550,5.5546,29.7350,11.7888,1.0693,0.0002,12.0365,73.4148,44.1974,,48.0550,59.4011
Apr,1998,28.8985,117.4707,31.0000,5.3462,6.3974,5.7150,0.3367,145.1415,11.8633,24.5400,5.8994,115.0715,12.1697,27.7318,5.6798,29.4395,11.8022,1.1220,0.0002,12.0586,74.0957,44.2911,,48.3627,59.4709
May,1998,27.8491,117.1673,30.5814,5.3342,6.5277,5.6995,0.3274,144.8091,11.6107,23.7556,5.9281,114.7760,12.1312,26.9993,5.7379,29.8704,11.7770,1.1279,0.0002,12.0254,72.2899,44.1609,,48.9828,59.4878
Jun,1998,26.9042,118.3425,30.4497,5.3886,6.5357,5.7572,0.3177,145.8694,11.1764,22.8311,5.8911,115.8581,12.2542,26.3660,5.6399,29.8515,11.8940,1.0526,0.0002,12.1419,73.5530,44.5940,,49.1072,59.2738
Jul,1998,28.8554,123.1507,31.3190,5.6055,6.8165,6.0030,0.3300,151.7454,11.2162,23.9755,6.0955,120.7572,12.7809,27.2216,5.8325,30.7413,12.3980,1.1232,0.0002,12.6571,76.2000,46.2633,46.2633,51.1510,61.4118
Aug,1998,27.2495,122.3628,30.1262,5.5707,6.7819,5.9783,0.3191,150.5018,10.9887,23.2391,6.0169,119.8383,12.8271,26.3552,5.7098,30.9077,12.3076,1.1092,0.0002,12.5823,75.3703,46.1150,49.9277,50.9184,61.1415
Sep,1998,27.1392,122.3596,30.3056,5.5717,7.1122,5.9527,0.3439,151.5634,12.0816,23.3114,6.1026,119.8383,12.6769,26.7514,5.8512,32.9057,12.3026,1.1412,0.0002,12.5790,77.5145,46.1150,50.0995,53.2517,62.9854
Oct,1998,28.5229,122.3556,29.9424,5.5722,7.3993,5.9521,0.3822,153.1642,12.1530,24.0773,6.2045,119.8398,12.6779,28.1117,5.8917,34.4902,12.3004,1.2091,0.0002,12.5775,78.1461,46.1150,50.3784,55.4301,64.8498
Nov,1998,32.2476,122.3626,33.0440,6.1438,7.9497,6.5647,0.4222,168.2435,13.3525,27.0535,6.8196,119.8412,13.9779,31.0302,6.3743,36.7302,13.5588,1.2647,0.0002,13.8644,84.4429,46.1150,50.7970,53.9466,64.2016
Dec,1998,31.0422,122.3625,32.5464,6.0531,7.8993,6.4660,0.4266,165.4972,13.1720,26.1420,6.6384,119.8414,13.7683,30.2998,6.2306,36.8715,13.3513,1.2719,0.0002,13.6526,83.6937,46.1150,50.0558,54.2387,64.6591
Jan,1999,31.5191,122.3327,32.9054,6.0301,7.8366,6.4516,0.4417,165.0826,13.1443,26.7106,6.7900,119.8001,13.7224,29.7997,6.4241,36.1294,13.3021,1.2591,0.0001,13.3015,82.2923,46.1150,49.8663,53.4834,64.7333
Feb,1999,32.0779,122.3323,33.5154,6.0631,7.6032,6.4771,0.4308,165.5138,13.2087,27.1496,6.5556,119.8914,13.8035,29.5249,6.3448,35.2037,13.3907,1.2444,0.0001,13.6842,81.6564,46.1150,50.1240,51.6824,63.6746
Mar,1999,31.4897,122.2916,32.9349,6.0409,7.3296,6.4495,0.4187,164.4553,13.1812,26.5836,6.3885,119.7860,13.7410,28.9381,6.0986,34.1745,13.3411,1.2294,0.0001,13.6049,80.9647,46.1150,49.9386,50.2385,62.8622
Apr,1999,32.3027,122.3100,33.8385,6.0953,7.2766,6.5094,0.4227,165.4285,13.2926,27.2809,6.4931,119.8310,13.8662,29.4032,6.8072,33.7834,13.4584,1.2264,0.0001,13.7315,81.1240,46.1150,50.4115,50.4600,62.5300
May,1999,33.8136,128.4863,34.9547,6.1769,7.3114,6.5948,0.4276,167.2367,13.4702,28.2189,6.5944,125.8733,14.0470,29.8353,6.0634,33.8783,13.6358,1.3112,0.0001,13.9169,82.5292,48.4848,51.0911,51.5298,62.2110
Jun,1999,33.9492,137.1704,35.1939,6.2449,7.2338,6.6659,0.4289,168.8895,13.6072,27.5676,6.5759,134.4503,14.2003,30.1568,6.0886,33.6930,13.7917,1.4023,0.0001,14.0774,82.5852,51.7017,51.7017,53.7312,68.9977
Jul,1999,33.9360,136.8151,34.7359,6.2269,7.1802,6.6491,0.4327,167.7984,13.5803,27.1858,6.5305,133.8007,14.1657,30.3946,6.1063,33.3018,13.7652,1.3929,0.0001,14.0497,81.2337,51.6067,,53.4253,69.1940
Aug,1999,33.3009,136.9727,34.5746,6.2331,7.3712,6.6521,0.4565,169.4863,13.5951,27.1875,6.6255,133.9448,14.1855,30.7570,6.2556,34.2575,13.7897,1.3618,0.0001,14.0624,82.9385,51.6408,,54.7802,70.4081
Sep,1999,33.5845,137.2034,35.0159,6.2434,7.3014,6.6607,0.4818,170.0240,13.6102,27.0614,6.5969,134.2302,14.2026,30.5026,6.2871,33.8789,13.8016,1.2986,0.0001,14.0845,83.9606,51.7284,,54.2591,71.1696
Oct,1999,33.7196,137.2367,35.0517,6.2435,7.4567,6.6604,0.4888,170.8463,13.6147,26.6230,6.6926,134.2874,14.2079,30.8625,6.3553,34.7878,13.8066,1.3119,0.0001,14.0901,85.7515,51.7534,,55.4244,71.9142
Nov,1999,33.1262,137.2316,35.3021,6.2437,7.2012,6.6596,0.4944,170.3109,13.6260,26.5381,6.5308,134.2718,14.2180,30.9860,6.2084,33.3618,13.8104,1.3369,0.0001,14.0951,83.9884,51.7653,,53.5443,71.2447
Dec,1999,33.1196,137.2276,35.1151,6.2432,7.0405,6.6598,0.5044,170.1252,13.6277,26.3102,6.4649,134.2776,14.2203,30.9069,6.1002,32.7248,13.8114,1.3569,0.0001,14.0981,83.5253,51.7647,,52.3521,71.1089
Jan,2000,34.0491,137.3658,35.7375,6.2469,7.0445,6.6561,0.4930,170.0461,13.6322,26.6186,6.4637,134.4575,14.2192,30.8978,6.0978,32.5739,13.8137,1.3883,0.0001,14.1012,84.9007,51.7702,,52.4794,70.9864
Feb,2000,32.5678,137.4550,35.6850,6.2495,6.8524,6.6547,0.4732,169.1472,13.6334,25.4419,6.2925,134.5467,14.2209,30.4598,5.9954,31.7080,13.8145,1.3757,0.0001,14.1034,82.9817,51.7962,,50.9437,69.6608
Mar,2000,31.6014,137.4550,35.4922,6.2491,6.7210,6.6571,0.4855,169.0150,13.6563,25.4266,6.1775,134.5480,14.2219,30.1931,5.9597,31.1762,13.8166,1.3682,0.0001,14.1077,81.9115,51.7912,,50.0024,69.5536
Apr,2000,30.9275,137.2531,35.3140,6.2497,6.5768,6.6510,0.4911,168.9438,13.6341,25.6869,6.0185,134.5481,14.2224,30.2962,5.9307,31.1459,13.8165,1.3658,0.0001,14.1032,81.9446,51.7911,,49.0136,69.3585
May,2000,29.9946,137.4330,34.6682,6.2516,6.3032,6.6481,0.4793,168.1686,13.6346,24.4118,5.7338,134.5886,14.2229,29.9849,5.7081,30.2004,13.8178,1.3319,0.0001,14.1062,78.2371,51.7975,,47.0215,67.8111
Jun,2000,30.8710,138.1590,35.2405,6.2827,6.6191,6.6786,0.4900,169.8376,13.7019,24.4528,5.9784,135.2241,14.2913,30.1247,5.9382,31.6346,13.8855,1.3338,0.0001,14.1731,78.5503,52.0452,,49.3818,68.8830
Jul,2000,30.9093,139.5057,35.5516,6.3470,6.6207,6.7375,0.4865,171.3281,13.8299,24.2379,6.0385,136.1329,14.4242,30.1929,5.8760,31.8509,14.0102,1.3075,0.0001,14.3044,79.2677,52.5075,,49.3963,68.5719
Aug,2000,31.4333,143.7464,36.4138,6.5300,6.5612,6.9204,0.5001,175.7520,14.2295,24.1584,6.0428,140.2442,14.8239,31.3671,5.8267,31.5629,14.4048,1.3222,0.0001,14.7043,80.4665,53.9820,,48.9539,67.7896
Sep,2000,31.0362,148.9409,37.7336,6.7724,6.5615,7.1902,0.5254,182.4543,14.7881,23.4357,6.0954,145.9750,15.4155,32.2243,5.8148,32.1524,14.9591,1.3414,0.0001,15.2735,80.5819,56.1063,,48.9423,72.4409
Oct,2000,30.7191,154.3973,38.4652,7.0229,6.6780,7.4540,0.5372,189.2857,15.3243,23.3336,6.2129,151.1987,15.9795,33.1555,5.8328,32.8954,15.5109,1.3476,0.0001,15.8374,84.4877,58.1591,,49.7382,74.7890
Nov,2000,29.7627,151.3327,36.9413,6.8849,6.5397,7.3082,0.5241,185.3859,15.0127,22.7941,6.0990,148.1670,15.6596,32.6004,5.6551,32.0542,15.2056,1.3048,0.0001,15.5253,81.3162,57.0032,,48.7441,72.8126
Dec,2000,31.6707,153.9870,38.0096,7.0079,6.9495,7.4335,0.5185,189.5073,15.2636,24.8571,6.3836,150.6280,15.9337,33.3282,5.9882,34.3238,15.4666,1.3467,0.0001,15.7884,84.5318,57.9913,,51.8422,75.2085
Jan,2001,32.8281,156.9279,39.2825,7.1329,7.4303,7.5673,0.5054,193.3127,15.5424,26.2909,6.7367,153.5311,16.2236,33.9391,6.2383,36.2992,15.7515,1.3711,0.0001,16.0800,87.3100,59.0639,,55.4668,76.9025
Feb,2001,31.8811,158.4685,39.1855,7.2017,7.3712,7.6397,0.5136,194.9034,15.6901,26.0217,6.7029,155.0653,16.3802,34.1885,6.1334,35.8053,15.9021,1.3999,0.0001,16.2340,86.6986,59.6205,,54.9705,76.9837
Mar,2001,30.4340,160.7833,38.8465,7.3099,7.3598,7.7546,0.4987,197.0772,15.9283,25.2966,6.7434,157.3725,16.6278,34.1929,6.0222,35.8133,16.1409,1.3804,0.0001,16.4791,87.3903,60.5224,,54.9565,77.4334
Apr,2001,30.7539,162.1721,39.1834,7.3780,7.3066,7.8274,0.4939,198.8543,16.0755,24.9030,6.7283,158.7593,16.7839,33.7320,5.9979,35.6812,16.2879,1.3447,0.0001,16.6259,87.6409,61.0673,,54.5458,77.3969
May,2001,32.2082,164.2688,40.1194,7.4723,7.2602,7.9262,0.5080,201.4356,16.2739,26.1415,6.7734,160.7572,16.9989,34.0822,5.9883,35.3461,16.4917,1.3608,0.0001,16.8384,88.2215,61.8291,,54.1610,77.5705
Jun,2001,32.8598,168.3698,41.5887,7.6611,7.2604,8.1286,0.5194,206.2142,16.6870,26.2791,6.8227,164.8298,17.4299,34.9233,5.8815,35.5333,16.9106,1.4026,0.0001,17.2692,88.9613,63.4010,,54.1372,79.4130
Jul,2001,32.6745,170.1917,41.9096,7.7381,7.4122,8.2144,0.5150,208.4764,16.8652,26.1984,6.9177,166.5588,17.6132,35.1397,5.9601,36.4452,17.0928,1.4065,0.0000,17.4323,90.6347,64.0905,,55.1713,79.5427
Aug,2001,33.6510,170.3503,41.6943,7.7442,7.7560,8.2174,0.5273,210.3368,16.8717,27.6357,7.1670,166.5914,17.6213,36.3044,6.2091,38.1178,17.1016,1.4291,0.0000,17.4620,92.0654,64.1157,,57.7406,81.8313
Sep,2001,32.5365,170.4139,40.9984,7.7503,7.8583,8.2243,0.5407,210.5700,16.8820,26.9341,7.3181,166.5841,17.6327,36.6938,6.0599,39.2107,17.1162,1.4486,0.0000,17.4728,93.8322,64.1472,,58.4914,82.5552
Oct,2001,31.4244,165.2506,39.6151,7.4986,7.5861,7.9750,0.5136,204.2467,16.3694,25.7948,7.0521,162.0020,17.0995,34.4318,5.8886,38.1273,16.5911,1.3926,0.0000,16.9407,90.3758,62.2097,,56.3951,80.1206
Nov,2001,31.5707,162.0980,38.3517,7.3800,7.3112,7.8362,0.5000,199.8437,16.0887,25.4334,6.8633,158.6783,16.7918,33.4604,5.7631,37.0867,16.3039,1.3776,0.0000,16.6458,87.8993,61.1255,,54.3051,78.0045
Dec,2001,31.1597,160.6965,38.3764,7.3171,7.2679,7.7673,0.4770,198.2944,15.9447,25.2038,6.7676,157.3659,16.6467,33.0051,5.7185,36.6256,16.1593,1.3813,0.0000,16.4975,87.1140,60.5836,,53.9838,76.8592
Jan,2002,31.1322,159.9038,37.6298,7.2683,7.1562,7.7169,0.4545,195.7703,15.8392,25.5489,6.7254,156.4199,16.5408,32.7310,5.7613,36.1394,16.0531,1.3688,0.0000,16.3919,86.3872,60.2011,,53.2444,76.0720
Feb,2002,30.8522,159.6480,37.6904,7.2614,7.0538,7.7012,0.4505,195.4095,15.8269,25.2092,6.7195,156.2136,16.5206,32.8352,5.6923,35.4256,16.0356,1.3743,0.0000,16.3749,85.5503,60.1611,,52.3240,76.0720
Mar,2002,31.5281,159.5574,37.8220,7.2548,7.1021,7.7042,0.4587,195.4972,15.8122,25.9746,6.8198,156.1224,16.5060,32.8512,5.7991,35.8276,16.0217,1.3866,0.0000,16.3626,85.4925,60.1020,,52.6262,75.1771
Apr,2002,32.1676,159.5172,37.9774,7.2528,7.1652,7.7015,0.4596,196.1025,15.8137,26.5895,6.9436,156.0952,16.5067,32.8668,5.8277,36.3058,16.0251,1.3861,0.0000,16.3660,86.6284,60.1232,,53.2157,75.5477
May,2002,33.0248,159.4492,38.7454,7.2561,7.4128,7.7026,0.4757,196.9391,15.8163,27.6803,7.3188,156.0720,16.5133,33.3788,5.9628,37.8644,16.0255,1.4061,0.0000,16.3657,87.7846,60.1253,,55.1108,76.7537
Jun,2002,34.2065,159.4764,39.2522,7.2567,7.7021,7.7024,0.4877,197.9469,15.8146,29.4049,7.7327,156.0932,16.5119,33.7059,6.2981,39.0131,16.0248,1.4276,0.0000,16.3645,89.0645,60.1246,,57.3807,78.2167
Jul,2002,33.1111,158.6191,38.7075,7.2196,7.9852,7.6629,0.5072,198.4541,15.7329,28.7414,8.0042,155.2506,16.4327,34.0974,6.4091,40.5993,15.9414,1.4525,0.0000,16.2788,93.0370,59.7907,,59.3383,79.7745
Aug,2002,32.2743,157.8399,37.9179,7.1867,7.8339,7.6284,0.5001,196.8460,15.6567,27.6494,7.8191,154.4968,16.3514,33.8794,6.2910,39.7830,15.8649,1.4128,0.0000,16.1999,91.5440,59.5102,,58.1881,78.6683
Sep,2002,32.4300,157.1308,37.6718,7.1567,7.8239,7.5942,0.4913,196.0325,15.5905,27.8716,7.8873,153.7954,16.2802,33.5490,6.3365,39.6559,15.7975,1.3856,0.0000,16.1314,92.1577,59.2578,,58.1051,78.3733
Oct,2002,32.4875,156.5908,37.4006,7.1293,7.7958,7.5704,0.4767,195.4072,15.5383,28.4023,7.8862,153.2662,16.2248,33.0793,6.3572,39.5451,15.7460,1.3543,0.0000,16.0788,91.9453,59.0530,,57.9203,77.9867
Nov,2002,32.8896,155.3640,37.2681,7.0705,7.8941,7.5136,0.4819,194.3469,15.4247,29.0685,8.0108,152.0666,16.0920,33.2094,6.4591,39.9709,15.6240,1.3539,0.0000,15.9535,92.0876,58.5852,,58.6465,78.1608
Dec,2002,32.9189,154.8288,37.4730,7.0492,8.0362,7.4896,0.4809,194.0851,15.3791,29.8950,8.1805,151.5243,16.0340,33.3762,6.5579,40.7253,15.5713,1.3511,0.0000,15.9034,92.7595,58.4162,,59.6908,78.4394
Jan,2003,33.9416,154.2353,37.7402,7.0205,8.3184,7.4618,0.4902,194.5213,15.3281,31.4781,8.4311,150.9560,15.9728,33.5405,6.7360,42.3082,15.5174,1.3617,0.0000,15.8460,94.0559,58.1829,,61.8154,79.5693
Feb,2003,34.5443,153.9838,38.4078,7.0057,8.4182,7.4437,0.4873,193.6828,15.2798,32.1504,8.3020,150.6845,15.9414,33.2908,6.8306,42.6523,15.4827,1.3562,0.0000,15.8090,93.4678,58.0811,,62.5791,79.5944
Mar,2003,34.9062,153.4592,39.2174,6.9841,8.4037,7.4184,0.4877,192.9014,15.2281,32.1352,7.9618,150.1588,15.8894,33.0111,6.7758,42.5093,15.4304,1.3548,0.0000,15.7535,91.4587,57.8675,,62.4554,79.3051
Apr,2003,35.2254,153.2328,39.6170,6.9703,8.4424,7.4051,0.4822,192.4448,15.2005,31.8380,8.0091,149.9356,15.8618,32.5267,6.8369,41.9425,15.4018,1.3489,0.0000,15.7282,90.9418,57.7757,,62.7277,79.1245
May,2003,37.4297,153.0746,41.7738,6.9634,9.0018,7.3993,0.4922,193.2091,15.1856,33.2578,8.4806,149.7820,15.8481,33.2527,7.3053,44.0985,15.3874,1.3711,0.0000,15.7142,93.6347,57.7311,,66.8341,81.1810
Jun,2003,38.3631,153.0853,42.6856,6.9647,9.0756,7.4003,0.4880,192.8816,15.1883,33.5216,8.2523,149.7931,15.8510,33.2745,7.3963,43.7818,15.3877,1.3880,0.0000,15.7161,95.8301,57.7429,,67.3984,81.6606
Jul,2003,38.2167,153.1236,41.8550,6.9678,8.8339,7.4013,0.4871,192.4743,15.1921,33.8081,7.9149,149.8370,15.8626,32.9028,7.1405,42.4531,15.3912,1.3837,0.0000,15.7192,93.7623,57.7432,,65.6627,80.7614
Aug,2003,37.6231,153.2584,41.3621,6.9729,8.6731,7.4076,0.4872,192.5561,15.2024,33.6101,7.7966,149.9669,15.8622,32.9551,6.9674,41.8378,15.4038,1.3885,0.0000,15.7305,92.0805,57.7877,,64.3951,80.0380
Sep,2003,38.2581,153.2856,42.3374,6.9734,8.7497,7.4183,0.5025,193.5559,15.2029,33.7178,7.9163,149.9890,15.8629,33.0986,7.1646,41.9887,15.4048,1.4289,0.0000,15.7330,93.1532,57.8093,,64.9477,80.7196
Oct,2003,39.8488,152.6997,43.4343,6.9456,9.0619,7.4334,0.5256,194.1376,15.1432,34.4949,8.1749,149.4176,15.8047,33.2174,7.4804,43.5231,15.3424,1.4507,0.0000,15.6702,96.4405,57.5609,,67.3432,82.5384
Nov,2003,40.9750,152.8618,43.5870,6.9172,9.0066,7.3869,0.5242,194.2360,15.1237,35.8556,8.1387,149.5666,15.7758,33.1398,7.4456,42.8990,15.2942,1.4386,0.0000,15.6210,96.6124,57.3342,,66.9156,82.2073
Dec,2003,42.3774,152.2205,43.6711,6.9264,9.4727,7.3887,0.5324,194.2864,15.1000,37.0844,8.5427,148.9495,15.7573,33.5223,7.8011,45.3421,15.3003,1.4470,0.0000,15.6225,100.4112,57.3960,,70.4548,83.9499
Jan,2004,44.1152,152.2317,44.2472,6.9284,9.7086,7.3879,0.5394,194.6692,15.0998,38.4974,8.4141,148.9609,15.7554,33.7827,7.9096,46.2040,15.2983,1.4700,0.0000,15.6208,104.4434,57.3993,,72.3023,85.5879
Feb,2004,44.7605,152.1378,43.2022,6.9257,9.7436,7.3767,0.5370,194.7187,15.0939,39.8147,8.2549,148.8663,15.7517,34.0185,7.9195,46.1332,15.2937,1.4688,0.0000,15.6114,107.4938,57.3601,,72.6085,85.8875
Mar,2004,42.9301,152.4006,43.2541,6.9435,9.4446,7.3731,0.5290,195.0156,15.1308,37.8127,8.2542,149.1157,15.7868,33.7842,7.6228,44.9336,15.3223,1.4581,0.0000,15.6399,104.7724,57.4495,,70.3509,84.6016
Apr,2004,42.8590,152.4430,42.8980,6.9372,9.2604,7.3672,0.5357,194.9700,15.1214,36.9274,8.2985,149.1651,15.7760,34.1295,7.5190,44.3707,15.3173,1.4588,0.0000,15.6381,103.8130,57.4616,,68.9665,84.1593
May,2004,40.5977,153.0034,41.8224,6.9650,9.2947,7.3952,0.5145,195.4667,15.1820,35.4594,8.4334,149.7138,15.8409,33.7282,7.5787,44.9716,15.3759,1.4235,0.0000,15.6993,103.0958,57.6753,,69.2246,83.6544
Jun,2004,40.1901,153.6329,42.5609,6.9938,9.4497,7.4270,0.5292,196.3311,15.2457,36.3688,8.4899,150.3298,15.9022,33.8381,7.6844,46.3296,15.4420,1.4210,0.0000,15.7664,105.9280,57.9165,,70.2995,84.8590
Jul,2004,41.7719,154.5389,44.0762,7.0356,9.6081,7.4693,0.5329,197.7242,15.3370,37.6812,8.4346,151.2208,16.0024,34.0568,7.7687,46.8576,15.5360,1.4255,0.0000,15.8617,107.4471,58.2777,,71.5183,85.7486
Aug,2004,41.7781,155.9716,44.7725,7.0987,9.6403,7.5374,0.5334,199.4750,15.4750,38.4745,8.5976,152.6190,16.1470,34.2967,7.8020,46.5793,15.6764,1.4184,0.0000,16.0054,107.0111,58.7934,,71.6417,85.6826
Sep,2004,41.3689,156.4378,45.6914,7.1219,9.6824,7.5603,0.5360,200.1314,15.5239,38.8421,8.6118,153.0754,16.1976,34.7753,7.9231,46.6973,15.7259,1.4235,0.0000,16.0556,105.7454,58.9725,,72.0155,86.3433
Oct,2004,44.0263,159.3339,48.1202,7.2547,10.0918,7.7079,0.5517,203.8249,15.8098,41.0557,9.1112,155.9255,16.4875,35.8102,8.2858,48.6659,16.0077,1.4546,0.0000,16.3421,108.5032,60.0311,,75.0272,87.5923
Nov,2004,46.1751,159.0686,50.1084,7.2363,10.4784,7.7085,0.5731,203.3849,15.7713,41.9501,9.5466,155.6433,16.4619,36.3333,8.6505,51.2412,15.9829,1.4873,0.0000,16.3160,111.4520,59.9393,,77.8864,89.7305
Dec,2004,45.7281,158.0058,48.9567,7.1909,10.7238,7.6578,0.5741,202.1781,15.6743,42.5965,9.6859,154.6020,16.3556,36.2780,8.8862,51.9816,15.8796,1.5199,0.0000,16.2112,114.8697,59.5478,,79.7389,91.4302
Jan,2005,45.5124,157.7375,48.5903,7.1773,10.4931,7.6259,0.5759,203.5060,15.6466,41.8545,9.4871,154.3600,16.3261,36.2888,8.6210,50.4886,15.8518,1.5359,44.0205,16.1852,111.7563,59.4452,,78.0761,90.1610
Feb,2005,46.3655,157.4895,47.9517,7.1675,10.3837,7.6077,0.5660,203.3016,15.6250,42.4189,9.2817,154.1005,16.3027,36.2112,8.5058,49.8601,15.8261,1.5440,45.3157,16.1593,111.9956,59.3525,,77.2629,89.6401
Mar,2005,46.6106,157.4941,48.7978,7.1671,10.5214,7.6089,0.5645,203.3165,15.6232,43.2975,9.5610,154.1020,16.3051,36.4017,8.6237,50.6004,15.8263,1.5396,45.3761,16.1572,113.1151,59.3529,,78.3448,90.2220
