"Dataset Name","Observation Date","Series Key","Series Display Name","Observation Value","Unit","Observation Status","Observation Status Comment","Sequence No.","Series name"
"Summary of Foreign Investment in Pakistan","30-Jun-2011","TS_GP_FI_SUMFIPK_M.FI00090","......II Foreign Public Investment","1.01","Million USD","Normal","","90","Net Foreign Public Portfolio Investment"
"Summary of Foreign Investment in Pakistan","30-Jun-2011","TS_GP_FI_SUMFIPK_M.FI00100","............i Portfolio Investment","1.01","Million USD","Normal","","100","Net Foreign Public Portfolio Investment"
"Summary of Foreign Investment in Pakistan","30-Jun-2011","TS_GP_FI_SUMFIPK_M.FI00110","..................a Equity Securities","0","Million USD","Normal","","110","Net Foreign Public Portfolio Investment in Equity Securities"
"Summary of Foreign Investment in Pakistan","30-Jun-2011","TS_GP_FI_SUMFIPK_M.FI00120","..................b Debt Securities","1.01","Million USD","Normal","","120","Net Foreign Public Portfolio Investment in Debt Securities"
"Summary of Foreign Investment in Pakistan","31-May-2011","TS_GP_FI_SUMFIPK_M.FI00010","1 Total Foreign Investment","215.554615","Million USD","Normal","","10","Net Total Foreign Investment in Pakistan"
"Summary of Foreign Investment in Pakistan","31-May-2011","TS_GP_FI_SUMFIPK_M.FI00020","......I Foreign Private Investment","210.144615","Million USD","Normal","","20","Net Foreign Private Investment in Pakistan"
"Summary of Foreign Investment in Pakistan","31-May-2011","TS_GP_FI_SUMFIPK_M.FI00030","............i FDI in Pakistan","171.06919","Million USD","Normal","","30","Net Foreign Direct Investment in Pakistan"
"Summary of Foreign Investment in Pakistan","31-May-2011","TS_GP_FI_SUMFIPK_M.FI00040","..................a FDI Inflow","212.143803","Million USD","Normal","","40","Total FDI Inflows in Pakistan"
"Summary of Foreign Investment in Pakistan","31-May-2011","TS_GP_FI_SUMFIPK_M.FI00050","..................b FDI Outflow","41.074613","Million USD","Normal","","50","Total FDI outflows from Pakistan"
"Summary of Foreign Investment in Pakistan","31-May-2011","TS_GP_FI_SUMFIPK_M.FI00060","............ii Private Portfolio Investment","39.075425","Million USD","Normal","","60","Net Foreign Private Portfolio Investment"
"Summary of Foreign Investment in Pakistan","31-May-2011","TS_GP_FI_SUMFIPK_M.FI00070","..................a Equity Securities","39.075425","Million USD","Normal","","70","Private Portfolio Investment Equity Securities"
"Summary of Foreign Investment in Pakistan","31-May-2011","TS_GP_FI_SUMFIPK_M.FI00080","..................b Debt Securities","0","Million USD","Normal","","80","Private Portfolio Investment Debt Securities"
"Summary of Foreign Investment in Pakistan","31-May-2011","TS_GP_FI_SUMFIPK_M.FI00090","......II Foreign Public Investment","5.41","Million USD","Normal","","90","Net Foreign Public Portfolio Investment"
"Summary of Foreign Investment in Pakistan","31-May-2011","TS_GP_FI_SUMFIPK_M.FI00100","............i Portfolio Investment","5.41","Million USD","Normal","","100","Net Foreign Public Portfolio Investment"
"Summary of Foreign Investment in Pakistan","31-May-2011","TS_GP_FI_SUMFIPK_M.FI00110","..................a Equity Securities","0","Million USD","Normal","","110","Net Foreign Public Portfolio Investment in Equity Securities"
"Summary of Foreign Investment in Pakistan","31-May-2011","TS_GP_FI_SUMFIPK_M.FI00120","..................b Debt Securities","5.41","Million USD","Normal","","120","Net Foreign Public Portfolio Investment in Debt Securities"
"Summary of Foreign Investment in Pakistan","30-Apr-2011","TS_GP_FI_SUMFIPK_M.FI00010","1 Total Foreign Investment","190.422577","Million USD","Normal","","10","Net Total Foreign Investment in Pakistan"
"Summary of Foreign Investment in Pakistan","30-Apr-2011","TS_GP_FI_SUMFIPK_M.FI00020","......I Foreign Private Investment","159.162577","Million USD","Normal","","20","Net Foreign Private Investment in Pakistan"
"Summary of Foreign Investment in Pakistan","30-Apr-2011","TS_GP_FI_SUMFIPK_M.FI00030","............i FDI in Pakistan","135.604751","Million USD","Normal","","30","Net Foreign Direct Investment in Pakistan"
"Summary of Foreign Investment in Pakistan","30-Apr-2011","TS_GP_FI_SUMFIPK_M.FI00040","..................a FDI Inflow","178.498706","Million USD","Normal","","40","Total FDI Inflows in Pakistan"
"Summary of Foreign Investment in Pakistan","30-Apr-2011","TS_GP_FI_SUMFIPK_M.FI00050","..................b FDI Outflow","42.893955","Million USD","Normal","","50","Total FDI outflows from Pakistan"
"Summary of Foreign Investment in Pakistan","30-Apr-2011","TS_GP_FI_SUMFIPK_M.FI00060","............ii Private Portfolio Investment","23.557826","Million USD","Normal","","60","Net Foreign Private Portfolio Investment"
"Summary of Foreign Investment in Pakistan","30-Apr-2011","TS_GP_FI_SUMFIPK_M.FI00070","..................a Equity Securities","23.557826","Million USD","Normal","","70","Private Portfolio Investment Equity Securities"
"Summary of Foreign Investment in Pakistan","30-Apr-2011","TS_GP_FI_SUMFIPK_M.FI00080","..................b Debt Securities","0","Million USD","Normal","","80","Private Portfolio Investment Debt Securities"
"Summary of Foreign Investment in Pakistan","30-Apr-2011","TS_GP_FI_SUMFIPK_M.FI00090","......II Foreign Public Investment","31.26","Million USD","Normal","","90","Net Foreign Public Portfolio Investment"
"Summary of Foreign Investment in Pakistan","30-Apr-2011","TS_GP_FI_SUMFIPK_M.FI00100","............i Portfolio Investment","31.26","Million USD","Normal","","100","Net Foreign Public Portfolio Investment"
"Summary of Foreign Investment in Pakistan","30-Apr-2011","TS_GP_FI_SUMFIPK_M.FI00110","..................a Equity Securities","0","Million USD","Normal","","110","Net Foreign Public Portfolio Investment in Equity Securities"
"Summary of Foreign Investment in Pakistan","30-Apr-2011","TS_GP_FI_SUMFIPK_M.FI00120","..................b Debt Securities","31.26","Million USD","Normal","","120","Net Foreign Public Portfolio Investment in Debt Securities"
"Summary of Foreign Investment in Pakistan","31-Mar-2011","TS_GP_FI_SUMFIPK_M.FI00010","1 Total Foreign Investment","104.546395","Million USD","Normal","","10","Net Total Foreign Investment in Pakistan"
"Summary of Foreign Investment in Pakistan","31-Mar-2011","TS_GP_FI_SUMFIPK_M.FI00020","......I Foreign Private Investment","104.676395","Million USD","Normal","","20","Net Foreign Private Investment in Pakistan"
"Summary of Foreign Investment in Pakistan","31-Mar-2011","TS_GP_FI_SUMFIPK_M.FI00030","............i FDI in Pakistan","111.186162","Million USD","Normal","","30","Net Foreign Direct Investment in Pakistan"
"Summary of Foreign Investment in Pakistan","31-Mar-2011","TS_GP_FI_SUMFIPK_M.FI00040","..................a FDI Inflow","199.101636","Million USD","Normal","","40","Total FDI Inflows in Pakistan"
"Summary of Foreign Investment in Pakistan","31-Mar-2011","TS_GP_FI_SUMFIPK_M.FI00050","..................b FDI Outflow","87.915474","Million USD","Normal","","50","Total FDI outflows from Pakistan"
"Summary of Foreign Investment in Pakistan","31-Mar-2011","TS_GP_FI_SUMFIPK_M.FI00060","............ii Private Portfolio Investment","-6.509767","Million USD","Normal","","60","Net Foreign Private Portfolio Investment"
"Summary of Foreign Investment in Pakistan","31-Mar-2011","TS_GP_FI_SUMFIPK_M.FI00070","..................a Equity Securities","-6.509767","Million USD","Normal","","70","Private Portfolio Investment Equity Securities"
"Summary of Foreign Investment in Pakistan","31-Mar-2011","TS_GP_FI_SUMFIPK_M.FI00080","..................b Debt Securities","0","Million USD","Normal","","80","Private Portfolio Investment Debt Securities"
"Summary of Foreign Investment in Pakistan","31-Mar-2011","TS_GP_FI_SUMFIPK_M.FI00090","......II Foreign Public Investment","-.13","Million USD","Normal","","90","Net Foreign Public Portfolio Investment"
"Summary of Foreign Investment in Pakistan","31-Mar-2011","TS_GP_FI_SUMFIPK_M.FI00100","............i Portfolio Investment","-.13","Million USD","Normal","","100","Net Foreign Public Portfolio Investment"
"Summary of Foreign Investment in Pakistan","31-Mar-2011","TS_GP_FI_SUMFIPK_M.FI00110","..................a Equity Securities","0","Million USD","Normal","","110","Net Foreign Public Portfolio Investment in Equity Securities"
"Summary of Foreign Investment in Pakistan","31-Mar-2011","TS_GP_FI_SUMFIPK_M.FI00120","..................b Debt Securities","-.13","Million USD","Normal","","120","Net Foreign Public Portfolio Investment in Debt Securities"
"Summary of Foreign Investment in Pakistan","28-Feb-2011","TS_GP_FI_SUMFIPK_M.FI00010","1 Total Foreign Investment","51.516357","Million USD","Normal","","10","Net Total Foreign Investment in Pakistan"
"Summary of Foreign Investment in Pakistan","28-Feb-2011","TS_GP_FI_SUMFIPK_M.FI00020","......I Foreign Private Investment","51.496357","Million USD","Normal","","20","Net Foreign Private Investment in Pakistan"
"Summary of Foreign Investment in Pakistan","28-Feb-2011","TS_GP_FI_SUMFIPK_M.FI00030","............i FDI in Pakistan","43.95889","Million USD","Normal","","30","Net Foreign Direct Investment in Pakistan"
"Summary of Foreign Investment in Pakistan","28-Feb-2011","TS_GP_FI_SUMFIPK_M.FI00040","..................a FDI Inflow","110.27177","Million USD","Normal","","40","Total FDI Inflows in Pakistan"
"Summary of Foreign Investment in Pakistan","28-Feb-2011","TS_GP_FI_SUMFIPK_M.FI00050","..................b FDI Outflow","66.31288","Million USD","Normal","","50","Total FDI outflows from Pakistan"
"Summary of Foreign Investment in Pakistan","28-Feb-2011","TS_GP_FI_SUMFIPK_M.FI00060","............ii Private Portfolio Investment","7.537467","Million USD","Normal","","60","Net Foreign Private Portfolio Investment"
"Summary of Foreign Investment in Pakistan","28-Feb-2011","TS_GP_FI_SUMFIPK_M.FI00070","..................a Equity Securities","7.537467","Million USD","Normal","","70","Private Portfolio Investment Equity Securities"
"Summary of Foreign Investment in Pakistan","28-Feb-2011","TS_GP_FI_SUMFIPK_M.FI00080","..................b Debt Securities","0","Million USD","Normal","","80","Private Portfolio Investment Debt Securities"
"Summary of Foreign Investment in Pakistan","28-Feb-2011","TS_GP_FI_SUMFIPK_M.FI00090","......II Foreign Public Investment",".02","Million USD","Normal","","90","Net Foreign Public Portfolio Investment"
"Summary of Foreign Investment in Pakistan","28-Feb-2011","TS_GP_FI_SUMFIPK_M.FI00100","............i Portfolio Investment",".02","Million USD","Normal","","100","Net Foreign Public Portfolio Investment"
"Summary of Foreign Investment in Pakistan","28-Feb-2011","TS_GP_FI_SUMFIPK_M.FI00110","..................a Equity Securities","0","Million USD","Normal","","110","Net Foreign Public Portfolio Investment in Equity Securities"
"Summary of Foreign Investment in Pakistan","28-Feb-2011","TS_GP_FI_SUMFIPK_M.FI00120","..................b Debt Securities",".02","Million USD","Normal","","120","Net Foreign Public Portfolio Investment in Debt Securities"
"Summary of Foreign Investment in Pakistan","31-Jan-2011","TS_GP_FI_SUMFIPK_M.FI00010","1 Total Foreign Investment","175.749667","Million USD","Normal","","10","Net Total Foreign Investment in Pakistan"
"Summary of Foreign Investment in Pakistan","31-Jan-2011","TS_GP_FI_SUMFIPK_M.FI00020","......I Foreign Private Investment","234.449667","Million USD","Normal","","20","Net Foreign Private Investment in Pakistan"
"Summary of Foreign Investment in Pakistan","31-Jan-2011","TS_GP_FI_SUMFIPK_M.FI00030","............i FDI in Pakistan","162.487202","Million USD","Normal","","30","Net Foreign Direct Investment in Pakistan"
"Summary of Foreign Investment in Pakistan","31-Jan-2011","TS_GP_FI_SUMFIPK_M.FI00040","..................a FDI Inflow","195.908313","Million USD","Normal","","40","Total FDI Inflows in Pakistan"
"Summary of Foreign Investment in Pakistan","31-Jan-2011","TS_GP_FI_SUMFIPK_M.FI00050","..................b FDI Outflow","33.421111","Million USD","Normal","","50","Total FDI outflows from Pakistan"
"Summary of Foreign Investment in Pakistan","31-Jan-2011","TS_GP_FI_SUMFIPK_M.FI00060","............ii Private Portfolio Investment","71.962465","Million USD","Normal","","60","Net Foreign Private Portfolio Investment"
"Summary of Foreign Investment in Pakistan","31-Jan-2011","TS_GP_FI_SUMFIPK_M.FI00070","..................a Equity Securities","71.962465","Million USD","Normal","","70","Private Portfolio Investment Equity Securities"
"Summary of Foreign Investment in Pakistan","31-Jan-2011","TS_GP_FI_SUMFIPK_M.FI00080","..................b Debt Securities","0","Million USD","Normal","","80","Private Portfolio Investment Debt Securities"
"Summary of Foreign Investment in Pakistan","31-Jan-2011","TS_GP_FI_SUMFIPK_M.FI00090","......II Foreign Public Investment","-58.7","Million USD","Normal","","90","Net Foreign Public Portfolio Investment"
"Summary of Foreign Investment in Pakistan","31-Jan-2011","TS_GP_FI_SUMFIPK_M.FI00100","............i Portfolio Investment","-58.7","Million USD","Normal","","100","Net Foreign Public Portfolio Investment"
"Summary of Foreign Investment in Pakistan","31-Jan-2011","TS_GP_FI_SUMFIPK_M.FI00110","..................a Equity Securities","0","Million USD","Normal","","110","Net Foreign Public Portfolio Investment in Equity Securities"
"Summary of Foreign Investment in Pakistan","31-Jan-2011","TS_GP_FI_SUMFIPK_M.FI00120","..................b Debt Securities","-58.7","Million USD","Normal","","120","Net Foreign Public Portfolio Investment in Debt Securities"
"Summary of Foreign Investment in Pakistan","31-Dec-2010","TS_GP_FI_SUMFIPK_M.FI00010","1 Total Foreign Investment","324.173566","Million USD","Normal","","10","Net Total Foreign Investment in Pakistan"
"Summary of Foreign Investment in Pakistan","31-Dec-2010","TS_GP_FI_SUMFIPK_M.FI00020","......I Foreign Private Investment","318.273566","Million USD","Normal","","20","Net Foreign Private Investment in Pakistan"
"Summary of Foreign Investment in Pakistan","31-Dec-2010","TS_GP_FI_SUMFIPK_M.FI00030","............i FDI in Pakistan","263.420568","Million USD","Normal","","30","Net Foreign Direct Investment in Pakistan"
"Summary of Foreign Investment in Pakistan","31-Dec-2010","TS_GP_FI_SUMFIPK_M.FI00040","..................a FDI Inflow","354.827527","Million USD","Normal","","40","Total FDI Inflows in Pakistan"
"Summary of Foreign Investment in Pakistan","31-Dec-2010","TS_GP_FI_SUMFIPK_M.FI00050","..................b FDI Outflow","91.406959","Million USD","Normal","","50","Total FDI outflows from Pakistan"
"Summary of Foreign Investment in Pakistan","31-Dec-2010","TS_GP_FI_SUMFIPK_M.FI00060","............ii Private Portfolio Investment","54.852998","Million USD","Normal","","60","Net Foreign Private Portfolio Investment"
"Summary of Foreign Investment in Pakistan","31-Dec-2010","TS_GP_FI_SUMFIPK_M.FI00070","..................a Equity Securities","54.852998","Million USD","Normal","","70","Private Portfolio Investment Equity Securities"
"Summary of Foreign Investment in Pakistan","31-Dec-2010","TS_GP_FI_SUMFIPK_M.FI00080","..................b Debt Securities","0","Million USD","Normal","","80","Private Portfolio Investment Debt Securities"
"Summary of Foreign Investment in Pakistan","31-Dec-2010","TS_GP_FI_SUMFIPK_M.FI00090","......II Foreign Public Investment","5.9","Million USD","Normal","","90","Net Foreign Public Portfolio Investment"
"Summary of Foreign Investment in Pakistan","31-Dec-2010","TS_GP_FI_SUMFIPK_M.FI00100","............i Portfolio Investment","5.9","Million USD","Normal","","100","Net Foreign Public Portfolio Investment"
"Summary of Foreign Investment in Pakistan","31-Dec-2010","TS_GP_FI_SUMFIPK_M.FI00110","..................a Equity Securities","0","Million USD","Normal","","110","Net Foreign Public Portfolio Investment in Equity Securities"
"Summary of Foreign Investment in Pakistan","31-Dec-2010","TS_GP_FI_SUMFIPK_M.FI00120","..................b Debt Securities","5.9","Million USD","Normal","","120","Net Foreign Public Portfolio Investment in Debt Securities"
"Summary of Foreign Investment in Pakistan","30-Nov-2010","TS_GP_FI_SUMFIPK_M.FI00010","1 Total Foreign Investment","176.855887","Million USD","Normal","","10","Net Total Foreign Investment in Pakistan"
"Summary of Foreign Investment in Pakistan","30-Nov-2010","TS_GP_FI_SUMFIPK_M.FI00020","......I Foreign Private Investment","143.055887","Million USD","Normal","","20","Net Foreign Private Investment in Pakistan"
"Summary of Foreign Investment in Pakistan","30-Nov-2010","TS_GP_FI_SUMFIPK_M.FI00030","............i FDI in Pakistan","105.692312","Million USD","Normal","","30","Net Foreign Direct Investment in Pakistan"
"Summary of Foreign Investment in Pakistan","30-Nov-2010","TS_GP_FI_SUMFIPK_M.FI00040","..................a FDI Inflow","138.512455","Million USD","Normal","","40","Total FDI Inflows in Pakistan"
"Summary of Foreign Investment in Pakistan","30-Nov-2010","TS_GP_FI_SUMFIPK_M.FI00050","..................b FDI Outflow","32.820143","Million USD","Normal","","50","Total FDI outflows from Pakistan"
"Summary of Foreign Investment in Pakistan","30-Nov-2010","TS_GP_FI_SUMFIPK_M.FI00060","............ii Private Portfolio Investment","37.363575","Million USD","Normal","","60","Net Foreign Private Portfolio Investment"
"Summary of Foreign Investment in Pakistan","30-Nov-2010","TS_GP_FI_SUMFIPK_M.FI00070","..................a Equity Securities","37.363575","Million USD","Normal","","70","Private Portfolio Investment Equity Securities"
"Summary of Foreign Investment in Pakistan","30-Nov-2010","TS_GP_FI_SUMFIPK_M.FI00080","..................b Debt Securities","0","Million USD","Normal","","80","Private Portfolio Investment Debt Securities"
"Summary of Foreign Investment in Pakistan","30-Nov-2010","TS_GP_FI_SUMFIPK_M.FI00090","......II Foreign Public Investment","33.8","Million USD","Normal","","90","Net Foreign Public Portfolio Investment"
"Summary of Foreign Investment in Pakistan","30-Nov-2010","TS_GP_FI_SUMFIPK_M.FI00100","............i Portfolio Investment","33.8","Million USD","Normal","","100","Net Foreign Public Portfolio Investment"
"Summary of Foreign Investment in Pakistan","30-Nov-2010","TS_GP_FI_SUMFIPK_M.FI00110","..................a Equity Securities","0","Million USD","Normal","","110","Net Foreign Public Portfolio Investment in Equity Securities"
"Summary of Foreign Investment in Pakistan","30-Nov-2010","TS_GP_FI_SUMFIPK_M.FI00120","..................b Debt Securities","33.8","Million USD","Normal","","120","Net Foreign Public Portfolio Investment in Debt Securities"
"Summary of Foreign Investment in Pakistan","31-Oct-2010","TS_GP_FI_SUMFIPK_M.FI00010","1 Total Foreign Investment","108.939449","Million USD","Normal","","10","Net Total Foreign Investment in Pakistan"
"Summary of Foreign Investment in Pakistan","31-Oct-2010","TS_GP_FI_SUMFIPK_M.FI00020","......I Foreign Private Investment","93.939449","Million USD","Normal","","20","Net Foreign Private Investment in Pakistan"
"Summary of Foreign Investment in Pakistan","31-Oct-2010","TS_GP_FI_SUMFIPK_M.FI00030","............i FDI in Pakistan","73.410583","Million USD","Normal","","30","Net Foreign Direct Investment in Pakistan"
"Summary of Foreign Investment in Pakistan","31-Oct-2010","TS_GP_FI_SUMFIPK_M.FI00040","..................a FDI Inflow","121.392355","Million USD","Normal","","40","Total FDI Inflows in Pakistan"
"Summary of Foreign Investment in Pakistan","31-Oct-2010","TS_GP_FI_SUMFIPK_M.FI00050","..................b FDI Outflow","47.981772","Million USD","Normal","","50","Total FDI outflows from Pakistan"
"Summary of Foreign Investment in Pakistan","31-Oct-2010","TS_GP_FI_SUMFIPK_M.FI00060","............ii Private Portfolio Investment","20.528866","Million USD","Normal","","60","Net Foreign Private Portfolio Investment"
"Summary of Foreign Investment in Pakistan","31-Oct-2010","TS_GP_FI_SUMFIPK_M.FI00070","..................a Equity Securities","20.528866","Million USD","Normal","","70","Private Portfolio Investment Equity Securities"
"Summary of Foreign Investment in Pakistan","31-Oct-2010","TS_GP_FI_SUMFIPK_M.FI00080","..................b Debt Securities","0","Million USD","Normal","","80","Private Portfolio Investment Debt Securities"
"Summary of Foreign Investment in Pakistan","31-Oct-2010","TS_GP_FI_SUMFIPK_M.FI00090","......II Foreign Public Investment","15","Million USD","Normal","","90","Net Foreign Public Portfolio Investment"
"Summary of Foreign Investment in Pakistan","31-Oct-2010","TS_GP_FI_SUMFIPK_M.FI00100","............i Portfolio Investment","15","Million USD","Normal","","100","Net Foreign Public Portfolio Investment"
"Summary of Foreign Investment in Pakistan","31-Oct-2010","TS_GP_FI_SUMFIPK_M.FI00110","..................a Equity Securities","0","Million USD","Normal","","110","Net Foreign Public Portfolio Investment in Equity Securities"
"Summary of Foreign Investment in Pakistan","31-Oct-2010","TS_GP_FI_SUMFIPK_M.FI00120","..................b Debt Securities","15","Million USD","Normal","","120","Net Foreign Public Portfolio Investment in Debt Securities"
"Summary of Foreign Investment in Pakistan","30-Sep-2010","TS_GP_FI_SUMFIPK_M.FI00010","1 Total Foreign Investment","178.937172","Million USD","Normal","","10","Net Total Foreign Investment in Pakistan"
"Summary of Foreign Investment in Pakistan","30-Sep-2010","TS_GP_FI_SUMFIPK_M.FI00020","......I Foreign Private Investment","238.737172","Million USD","Normal","","20","Net Foreign Private Investment in Pakistan"
"Summary of Foreign Investment in Pakistan","30-Sep-2010","TS_GP_FI_SUMFIPK_M.FI00030","............i FDI in Pakistan","208.761102","Million USD","Normal","","30","Net Foreign Direct Investment in Pakistan"
"Summary of Foreign Investment in Pakistan","30-Sep-2010","TS_GP_FI_SUMFIPK_M.FI00040","..................a FDI Inflow","240.049159","Million USD","Normal","","40","Total FDI Inflows in Pakistan"
"Summary of Foreign Investment in Pakistan","30-Sep-2010","TS_GP_FI_SUMFIPK_M.FI00050","..................b FDI Outflow","31.288057","Million USD","Normal","","50","Total FDI outflows from Pakistan"
"Summary of Foreign Investment in Pakistan","30-Sep-2010","TS_GP_FI_SUMFIPK_M.FI00060","............ii Private Portfolio Investment","29.97607","Million USD","Normal","","60","Net Foreign Private Portfolio Investment"
"Summary of Foreign Investment in Pakistan","30-Sep-2010","TS_GP_FI_SUMFIPK_M.FI00070","..................a Equity Securities","29.97607","Million USD","Normal","","70","Private Portfolio Investment Equity Securities"
"Summary of Foreign Investment in Pakistan","30-Sep-2010","TS_GP_FI_SUMFIPK_M.FI00080","..................b Debt Securities","0","Million USD","Normal","","80","Private Portfolio Investment Debt Securities"
"Summary of Foreign Investment in Pakistan","30-Sep-2010","TS_GP_FI_SUMFIPK_M.FI00090","......II Foreign Public Investment","-59.8","Million USD","Normal","","90","Net Foreign Public Portfolio Investment"
"Summary of Foreign Investment in Pakistan","30-Sep-2010","TS_GP_FI_SUMFIPK_M.FI00100","............i Portfolio Investment","-59.8","Million USD","Normal","","100","Net Foreign Public Portfolio Investment"
"Summary of Foreign Investment in Pakistan","30-Sep-2010","TS_GP_FI_SUMFIPK_M.FI00110","..................a Equity Securities","0","Million USD","Normal","","110","Net Foreign Public Portfolio Investment in Equity Securities"
"Summary of Foreign Investment in Pakistan","30-Sep-2010","TS_GP_FI_SUMFIPK_M.FI00120","..................b Debt Securities","-59.8","Million USD","Normal","","120","Net Foreign Public Portfolio Investment in Debt Securities"
"Summary of Foreign Investment in Pakistan","31-Aug-2010","TS_GP_FI_SUMFIPK_M.FI00010","1 Total Foreign Investment","125.386307","Million USD","Normal","","10","Net Total Foreign Investment in Pakistan"
"Summary of Foreign Investment in Pakistan","31-Aug-2010","TS_GP_FI_SUMFIPK_M.FI00020","......I Foreign Private Investment","125.486307","Million USD","Normal","","20","Net Foreign Private Investment in Pakistan"
"Summary of Foreign Investment in Pakistan","31-Aug-2010","TS_GP_FI_SUMFIPK_M.FI00030","............i FDI in Pakistan","77.797759","Million USD","Normal","","30","Net Foreign Direct Investment in Pakistan"
"Summary of Foreign Investment in Pakistan","31-Aug-2010","TS_GP_FI_SUMFIPK_M.FI00040","..................a FDI Inflow","136.383831","Million USD","Normal","","40","Total FDI Inflows in Pakistan"
"Summary of Foreign Investment in Pakistan","31-Aug-2010","TS_GP_FI_SUMFIPK_M.FI00050","..................b FDI Outflow","58.586072","Million USD","Normal","","50","Total FDI outflows from Pakistan"
"Summary of Foreign Investment in Pakistan","31-Aug-2010","TS_GP_FI_SUMFIPK_M.FI00060","............ii Private Portfolio Investment","47.688548","Million USD","Normal","","60","Net Foreign Private Portfolio Investment"
"Summary of Foreign Investment in Pakistan","31-Aug-2010","TS_GP_FI_SUMFIPK_M.FI00070","..................a Equity Securities","47.688548","Million USD","Normal","","70","Private Portfolio Investment Equity Securities"
"Summary of Foreign Investment in Pakistan","31-Aug-2010","TS_GP_FI_SUMFIPK_M.FI00080","..................b Debt Securities","0","Million USD","Normal","","80","Private Portfolio Investment Debt Securities"
"Summary of Foreign Investment in Pakistan","31-Aug-2010","TS_GP_FI_SUMFIPK_M.FI00090","......II Foreign Public Investment","-.1","Million USD","Normal","","90","Net Foreign Public Portfolio Investment"
"Summary of Foreign Investment in Pakistan","31-Aug-2010","TS_GP_FI_SUMFIPK_M.FI00100","............i Portfolio Investment","-.1","Million USD","Normal","","100","Net Foreign Public Portfolio Investment"
"Summary of Foreign Investment in Pakistan","31-Aug-2010","TS_GP_FI_SUMFIPK_M.FI00110","..................a Equity Securities","0","Million USD","Normal","","110","Net Foreign Public Portfolio Investment in Equity Securities"
"Summary of Foreign Investment in Pakistan","31-Aug-2010","TS_GP_FI_SUMFIPK_M.FI00120","..................b Debt Securities","-.1","Million USD","Normal","","120","Net Foreign Public Portfolio Investment in Debt Securities"
"Summary of Foreign Investment in Pakistan","31-Jul-2010","TS_GP_FI_SUMFIPK_M.FI00010","1 Total Foreign Investment","158.575381","Million USD","Normal","","10","Net Total Foreign Investment in Pakistan"
"Summary of Foreign Investment in Pakistan","31-Jul-2010","TS_GP_FI_SUMFIPK_M.FI00020","......I Foreign Private Investment","152.375381","Million USD","Normal","","20","Net Foreign Private Investment in Pakistan"
"Summary of Foreign Investment in Pakistan","31-Jul-2010","TS_GP_FI_SUMFIPK_M.FI00030","............i FDI in Pakistan","110.541377","Million USD","Normal","","30","Net Foreign Direct Investment in Pakistan"
"Summary of Foreign Investment in Pakistan","31-Jul-2010","TS_GP_FI_SUMFIPK_M.FI00040","..................a FDI Inflow","154.124962","Million USD","Normal","","40","Total FDI Inflows in Pakistan"
"Summary of Foreign Investment in Pakistan","31-Jul-2010","TS_GP_FI_SUMFIPK_M.FI00050","..................b FDI Outflow","43.583585","Million USD","Normal","","50","Total FDI outflows from Pakistan"
"Summary of Foreign Investment in Pakistan","31-Jul-2010","TS_GP_FI_SUMFIPK_M.FI00060","............ii Private Portfolio Investment","41.834004","Million USD","Normal","","60","Net Foreign Private Portfolio Investment"
"Summary of Foreign Investment in Pakistan","31-Jul-2010","TS_GP_FI_SUMFIPK_M.FI00070","..................a Equity Securities","41.834004","Million USD","Normal","","70","Private Portfolio Investment Equity Securities"
"Summary of Foreign Investment in Pakistan","31-Jul-2010","TS_GP_FI_SUMFIPK_M.FI00080","..................b Debt Securities","0","Million USD","Normal","","80","Private Portfolio Investment Debt Securities"
"Summary of Foreign Investment in Pakistan","31-Jul-2010","TS_GP_FI_SUMFIPK_M.FI00090","......II Foreign Public Investment","6.2","Million USD","Normal","","90","Net Foreign Public Portfolio Investment"
"Summary of Foreign Investment in Pakistan","31-Jul-2010","TS_GP_FI_SUMFIPK_M.FI00100","............i Portfolio Investment","6.2","Million USD","Normal","","100","Net Foreign Public Portfolio Investment"
"Summary of Foreign Investment in Pakistan","31-Jul-2010","TS_GP_FI_SUMFIPK_M.FI00110","..................a Equity Securities","0","Million USD","Normal","","110","Net Foreign Public Portfolio Investment in Equity Securities"
"Summary of Foreign Investment in Pakistan","31-Jul-2010","TS_GP_FI_SUMFIPK_M.FI00120","..................b Debt Securities","6.2","Million USD","Normal","","120","Net Foreign Public Portfolio Investment in Debt Securities"
"Summary of Foreign Investment in Pakistan","30-Jun-2010","TS_GP_FI_SUMFIPK_M.FI00010","1 Total Foreign Investment","239.096853","Million USD","Normal","","10","Net Total Foreign Investment in Pakistan"
"Summary of Foreign Investment in Pakistan","30-Jun-2010","TS_GP_FI_SUMFIPK_M.FI00020","......I Foreign Private Investment","218.346853","Million USD","Normal","","20","Net Foreign Private Investment in Pakistan"
"Summary of Foreign Investment in Pakistan","30-Jun-2010","TS_GP_FI_SUMFIPK_M.FI00030","............i FDI in Pakistan","169.86141","Million USD","Normal","","30","Net Foreign Direct Investment in Pakistan"
"Summary of Foreign Investment in Pakistan","30-Jun-2010","TS_GP_FI_SUMFIPK_M.FI00040","..................a FDI Inflow","342.096181","Million USD","Normal","","40","Total FDI Inflows in Pakistan"
"Summary of Foreign Investment in Pakistan","30-Jun-2010","TS_GP_FI_SUMFIPK_M.FI00050","..................b FDI Outflow","172.234771","Million USD","Normal","","50","Total FDI outflows from Pakistan"
